INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,FINNIFTY  ,01/11/2022,00016700.00,PE      ,00000001.60,00000001.60,00000000.50,00000001.20,000000000000240,             1160,              029,              026,       19373102.00,           1102.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00016800.00,PE      ,00000002.35,00000002.40,00000001.10,00000001.50,000000000002720,             5440,              136,              068,       91401694.00,           9694.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00016900.00,PE      ,00000001.00,00000002.40,00000000.70,00000001.05,000000000000120,              280,              007,              007,        4732334.00,            334.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017000.00,PE      ,00000003.45,00000003.45,00000001.00,00000001.45,000000000036400,            76240,             1906,              820,     1296219820.00,         139820.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017050.00,PE      ,00000004.25,00000004.25,00000001.05,00000001.05,000000000000440,              440,              011,              010,        7502590.00,            590.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017100.00,PE      ,00000005.00,00000005.00,00000000.65,00000001.70,000000000005320,            23120,              578,              291,      395401360.00,          49360.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017150.00,PE      ,00000001.25,00000001.80,00000001.25,00000001.60,000000000003000,             3320,              083,              038,       56943260.00,           5260.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017200.00,PE      ,00000005.00,00000007.00,00000001.45,00000002.20,000000000032960,            70560,             1764,              697,     1213811654.00,         179654.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017250.00,PE      ,00000002.50,00000002.70,00000001.65,00000002.50,000000000001840,             2000,              050,              016,       34504944.00,           4944.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017300.00,PE      ,00000002.05,00000005.40,00000001.80,00000002.55,000000000010280,            60080,             1502,              707,     1039579612.00,         195612.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017400.00,PE      ,00000004.55,00000005.20,00000002.45,00000003.20,000000000010960,            30800,              770,              431,      536027408.00,         107408.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017450.00,PE      ,00000007.60,00000007.60,00000003.15,00000003.70,000000000001320,             6640,              166,              118,      115903072.00,          35072.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017500.00,PE      ,00000008.35,00000009.70,00000002.45,00000004.30,000000000108960,           404760,            10119,             2607,     7085704690.00,        2404690.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017550.00,PE      ,00000009.00,00000014.55,00000003.90,00000005.65,000000000003600,            10520,              263,              148,      184689448.00,          63448.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017600.00,CE      ,00000749.90,00000768.15,00000749.90,00000768.15,000000000000120,              120,              003,              002,        2202718.00,          90718.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017600.00,PE      ,00000011.35,00000013.10,00000004.45,00000006.45,000000000027040,           205080,             5127,             2140,     3611227918.00,        1819918.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017650.00,PE      ,00000002.20,00000015.05,00000002.20,00000007.35,000000000005360,            35960,              899,              480,      635032084.00,         338084.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017700.00,PE      ,00000017.65,00000020.65,00000007.10,00000009.95,000000000048560,           335600,             8390,             3427,     5944649780.00,        4529780.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017750.00,PE      ,00000016.00,00000016.00,00000010.35,00000013.60,000000000001920,             3080,              077,              047,       54713188.00,          43188.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017800.00,PE      ,00000023.95,00000024.75,00000012.25,00000015.45,000000000048560,           221840,             5546,             2675,     3953190704.00,        4438704.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017850.00,PE      ,00000029.95,00000029.95,00000017.40,00000020.60,000000000001200,             8200,              205,              097,      146553574.00,         183574.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017900.00,PE      ,00000039.85,00000042.10,00000018.70,00000023.70,000000000025040,           148120,             3703,             1935,     2655638906.00,        4290906.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00017950.00,PE      ,00000050.00,00000050.00,00000027.90,00000029.70,000000000003600,            17880,              447,              285,      321579312.00,         633312.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018000.00,CE      ,00000451.00,00000481.45,00000347.10,00000391.75,000000000000600,             1120,              028,              028,       20625766.00,         465766.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018000.00,PE      ,00000030.05,00000069.10,00000030.00,00000037.40,000000000072880,           512840,            12821,             6237,     9253430786.00,       22310786.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018050.00,PE      ,00000047.00,00000047.00,00000040.00,00000045.60,000000000000840,             1080,              027,              013,       19543256.00,          49256.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018100.00,CE      ,00000380.70,00000380.70,00000265.90,00000292.60,000000000001000,             2040,              051,              044,       37565778.00,         641778.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018100.00,PE      ,00000049.00,00000079.75,00000049.00,00000056.90,000000000024600,           191000,             4775,             2812,     3468972832.00,       11872832.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018150.00,CE      ,00000259.05,00000269.45,00000249.85,00000259.45,000000000000040,              120,              003,              003,        2209134.00,          31134.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018150.00,PE      ,00000072.90,00000090.00,00000064.00,00000069.15,000000000001440,             6400,              160,              138,      116653396.00,         493396.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018200.00,CE      ,00000324.85,00000324.85,00000203.85,00000226.25,000000000004320,            42640,             1066,              908,      785863464.00,        9815464.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018200.00,PE      ,00000105.90,00000108.00,00000076.00,00000083.00,000000000037680,           313040,             7826,             4961,     5725583182.00,       28255182.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018250.00,CE      ,00000195.20,00000205.55,00000173.80,00000195.30,000000000001240,             6760,              169,              163,      124654200.00,        1284200.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018250.00,PE      ,00000089.35,00000128.30,00000089.30,00000101.20,000000000004680,            45560,             1139,              943,      836446988.00,        4976988.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018300.00,CE      ,00000182.00,00000252.75,00000144.35,00000164.20,000000000040560,           352120,             8803,             6083,     6503427240.00,       59631240.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018300.00,PE      ,00000124.00,00000151.15,00000105.05,00000120.50,000000000070000,           596640,            14916,             9630,    10994851088.00,       76339088.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018350.00,CE      ,00000212.60,00000217.30,00000120.95,00000138.85,000000000007800,           102200,             2555,             1914,     1890488116.00,       15118116.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018350.00,PE      ,00000130.30,00000175.70,00000128.45,00000143.45,000000000005080,            86920,             2173,             1769,     1608316280.00,       13334280.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018400.00,CE      ,00000150.10,00000194.80,00000097.05,00000112.90,000000000076480,           500520,            12513,             7705,     9272750724.00,       63182724.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018400.00,PE      ,00000150.00,00000203.65,00000144.40,00000169.45,000000000016840,           277200,             6930,             4359,     5148587596.00,       48107596.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018450.00,CE      ,00000127.40,00000132.00,00000078.55,00000090.45,000000000002640,            24240,              606,              493,      449624374.00,        2396374.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018450.00,PE      ,00000190.00,00000230.25,00000169.55,00000196.90,000000000001600,            18880,              472,              412,      352156834.00,        3820834.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018500.00,CE      ,00000112.65,00000143.75,00000061.75,00000073.10,000000000101320,           584480,            14612,             8294,    10865435868.00,       52555868.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018500.00,PE      ,00000188.55,00000267.05,00000188.40,00000234.25,000000000027560,           206600,             5165,             3545,     3869145794.00,       47045794.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018550.00,CE      ,00000071.30,00000075.00,00000048.10,00000057.85,000000000002720,            11480,              287,              162,      213630432.00,         676432.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018550.00,PE      ,00000265.55,00000290.80,00000260.00,00000268.15,000000000000240,              240,              006,              005,        4516354.00,          64354.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018600.00,CE      ,00000075.05,00000102.00,00000036.45,00000044.10,000000000040240,           281360,             7034,             3426,     5249373368.00,       16077368.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018600.00,PE      ,00000238.55,00000336.00,00000238.55,00000295.20,000000000001840,             4600,              115,              098,       86940438.00,        1380438.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018650.00,CE      ,00000057.25,00000057.25,00000027.85,00000032.85,000000000002400,             6240,              156,              079,      116584404.00,         208404.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018650.00,PE      ,00000341.80,00000341.80,00000341.80,00000341.80,000000000000040,              040,              001,              001,         759672.00,          13672.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018700.00,CE      ,00000068.95,00000071.95,00000019.50,00000024.75,000000000085520,           373400,             9335,             4012,     6994883926.00,       12303926.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018700.00,PE      ,00000321.25,00000406.45,00000321.25,00000406.45,000000000000000,              080,              002,              002,        1525108.00,          29108.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018750.00,CE      ,00000037.35,00000037.35,00000014.35,00000018.60,000000000002920,             9240,              231,              141,      173431472.00,         181472.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018800.00,CE      ,00000032.90,00000045.30,00000009.95,00000013.35,000000000054040,           337680,             8442,             3313,     6354796780.00,        6412780.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018800.00,PE      ,00000463.05,00000465.00,00000463.05,00000465.00,000000000000080,              080,              002,              002,        1541122.00,          37122.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018850.00,CE      ,00000043.30,00000043.30,00000007.00,00000009.60,000000000009840,            28400,              710,              310,      535659704.00,         319704.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018900.00,CE      ,00000019.95,00000024.45,00000001.40,00000006.85,000000000096600,           454720,            11368,             5144,     8598779174.00,        4571174.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00018950.00,CE      ,00000010.00,00000011.35,00000002.80,00000005.25,000000000002560,            23000,              575,              261,      435961950.00,         111950.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00019000.00,CE      ,00000016.85,00000016.90,00000002.80,00000004.50,000000000145320,           519200,            12980,             4025,     9868160562.00,        3360562.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00019050.00,CE      ,00000002.30,00000003.75,00000002.10,00000003.35,000000000003200,             4120,              103,              044,       78499312.00,          13312.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00019100.00,CE      ,00000006.15,00000009.90,00000001.70,00000003.20,000000000047880,           231520,             5788,             3253,     4422957050.00,         925050.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00019200.00,CE      ,00000002.50,00000006.55,00000001.50,00000002.40,000000000007920,            55840,             1396,              799,     1072295900.00,         167900.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00019300.00,CE      ,00000001.25,00000004.85,00000000.70,00000001.65,000000000010120,            52880,             1322,              672,     1020694356.00,         110356.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00019400.00,CE      ,00000001.00,00000008.50,00000000.50,00000001.35,000000000010480,            49040,             1226,              676,      951472512.00,          96512.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00019500.00,CE      ,00000009.00,00000009.00,00000001.00,00000001.25,000000000046400,           110440,             2761,              934,     2153800368.00,         220368.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00019600.00,CE      ,00000001.10,00000002.60,00000000.80,00000001.05,000000000004080,            14600,              365,              220,      286183886.00,          23886.00
OPTIDX    ,FINNIFTY  ,01/11/2022,00020000.00,CE      ,00000001.90,00000001.90,00000000.55,00000000.85,000000000002800,             7040,              176,              113,      140808622.00,           8622.00
OPTIDX    ,FINNIFTY  ,29/11/2022,00017800.00,PE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000000040,              040,              001,              001,         712002.00,              2.00
OPTIDX    ,FINNIFTY  ,29/11/2022,00018300.00,CE      ,00000635.00,00000635.00,00000635.00,00000635.00,000000000000080,              040,              001,              001,         757400.00,          25400.00
OPTIDX    ,NIFTY     ,10/11/2022,00015000.00,PE      ,00000003.00,00000003.00,00000002.00,00000002.90,000000000000450,              500,              010,              003,        7501450.00,           1450.00
OPTIDX    ,NIFTY     ,10/11/2022,00015250.00,PE      ,00000003.10,00000003.10,00000003.10,00000003.10,000000000000150,              150,              003,              002,        2287965.00,            465.00
OPTIDX    ,NIFTY     ,10/11/2022,00015500.00,PE      ,00000003.35,00000004.45,00000002.60,00000003.05,000000000011050,            17100,              342,              121,      265110420.00,          60420.00
OPTIDX    ,NIFTY     ,10/11/2022,00015700.00,CE      ,00002011.00,00002011.00,00002011.00,00002011.00,000000000000050,              050,              001,              001,         885550.00,         100550.00
OPTIDX    ,NIFTY     ,10/11/2022,00015800.00,PE      ,00000004.95,00000004.95,00000004.70,00000004.95,000000000004250,              300,              006,              005,        4741452.50,           1452.50
OPTIDX    ,NIFTY     ,10/11/2022,00015850.00,PE      ,00000004.20,00000004.25,00000004.15,00000004.25,000000000002000,             1950,              039,              011,       30915780.00,           8280.00
OPTIDX    ,NIFTY     ,10/11/2022,00015900.00,PE      ,00000004.80,00000006.25,00000002.70,00000005.90,000000000008550,             2550,              051,              020,       40558362.50,          13362.50
OPTIDX    ,NIFTY     ,10/11/2022,00016000.00,CE      ,00001786.20,00001788.55,00001727.00,00001750.50,000000000000600,              700,              014,              007,       12434125.00,        1234125.00
OPTIDX    ,NIFTY     ,10/11/2022,00016000.00,PE      ,00000005.75,00000005.75,00000003.20,00000004.75,000000000147100,           195800,             3916,             1416,     3133778902.50,         978902.50
OPTIDX    ,NIFTY     ,10/11/2022,00016050.00,PE      ,00000004.55,00000007.45,00000004.55,00000005.55,000000000006600,             1400,              028,              011,       22477700.00,           7700.00
OPTIDX    ,NIFTY     ,10/11/2022,00016100.00,CE      ,00001458.45,00001458.45,00001458.45,00001458.45,000000000000500,              500,              010,              001,        8779225.00,         729225.00
OPTIDX    ,NIFTY     ,10/11/2022,00016100.00,PE      ,00000006.20,00000006.40,00000004.10,00000004.45,000000000014900,             5300,              106,              052,       85355442.50,          25442.50
OPTIDX    ,NIFTY     ,10/11/2022,00016150.00,PE      ,00000007.45,00000007.45,00000006.95,00000006.95,000000000000200,              100,              002,              002,        1615720.00,            720.00
OPTIDX    ,NIFTY     ,10/11/2022,00016200.00,CE      ,00001532.60,00001558.15,00001532.60,00001558.15,000000000001350,              850,              017,              003,       15081652.50,        1311652.50
OPTIDX    ,NIFTY     ,10/11/2022,00016200.00,PE      ,00000004.85,00000007.50,00000003.55,00000004.65,000000000018850,            24850,              497,              276,      402700472.50,         130472.50
OPTIDX    ,NIFTY     ,10/11/2022,00016300.00,CE      ,00001430.85,00001431.00,00001423.90,00001431.00,000000000002450,             2500,              050,              017,       44318315.00,        3568315.00
OPTIDX    ,NIFTY     ,10/11/2022,00016300.00,PE      ,00000006.00,00000006.50,00000005.20,00000005.55,000000000035900,            44650,              893,              514,      728060027.50,         265027.50
OPTIDX    ,NIFTY     ,10/11/2022,00016350.00,CE      ,00001400.00,00001420.00,00001390.00,00001420.00,000000000000100,              200,              004,              003,        3551500.00,         281500.00
OPTIDX    ,NIFTY     ,10/11/2022,00016350.00,PE      ,00000005.10,00000006.30,00000004.60,00000005.35,000000000002800,             4050,              081,              023,       66239662.50,          22162.50
OPTIDX    ,NIFTY     ,10/11/2022,00016400.00,PE      ,00000006.90,00000007.25,00000005.25,00000005.75,000000000075450,            65550,             1311,              813,     1075439030.00,         419030.00
OPTIDX    ,NIFTY     ,10/11/2022,00016450.00,PE      ,00000008.70,00000008.70,00000004.00,00000005.30,000000000002700,             3050,              061,              022,       50188980.00,          16480.00
OPTIDX    ,NIFTY     ,10/11/2022,00016500.00,CE      ,00001271.00,00001274.95,00001223.15,00001228.60,000000000001400,             1300,              026,              025,       23095512.50,        1645512.50
