INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,BANKNIFTY ,27/10/2022,00027500.00,PE      ,00000001.55,00000001.55,00000001.30,00000001.45,000000000553800,           291500,            11660,              716,     8016664526.25,         414526.25
OPTIDX    ,BANKNIFTY ,27/10/2022,00028500.00,PE      ,00000001.45,00000001.45,00000001.35,00000001.45,000000000039475,             6275,              251,              030,      178846412.50,           8912.50
OPTIDX    ,BANKNIFTY ,27/10/2022,00029500.00,PE      ,00000001.55,00000003.25,00000001.50,00000001.75,000000000021150,            12625,              505,              219,      372461281.25,          23781.25
OPTIDX    ,BANKNIFTY ,27/10/2022,00030500.00,PE      ,00000001.90,00000002.35,00000001.50,00000001.80,000000000018050,            14575,              583,              200,      444566046.25,          28546.25
OPTIDX    ,BANKNIFTY ,27/10/2022,00031500.00,PE      ,00000002.50,00000003.80,00000001.60,00000002.15,000000000028150,            30875,             1235,              285,      972630231.25,          67731.25
OPTIDX    ,BANKNIFTY ,27/10/2022,00032500.00,PE      ,00000001.95,00000003.20,00000001.65,00000002.25,000000000031650,            16850,              674,              327,      547663566.25,          38566.25
OPTIDX    ,BANKNIFTY ,27/10/2022,00033500.00,PE      ,00000002.95,00000003.25,00000001.70,00000002.35,000000000069200,            34750,             1390,              498,     1164205507.50,          80507.50
OPTIDX    ,BANKNIFTY ,27/10/2022,00033700.00,PE      ,00000002.75,00000002.75,00000001.05,00000001.70,000000000000575,              275,              011,              006,        9267903.75,            403.75
OPTIDX    ,BANKNIFTY ,27/10/2022,00033900.00,PE      ,00000002.60,00000003.90,00000000.35,00000002.10,000000000002475,             7450,              298,              090,      252572435.00,          17435.00
OPTIDX    ,BANKNIFTY ,27/10/2022,00034100.00,PE      ,00000001.45,00000003.40,00000001.45,00000002.55,000000000001975,             2100,              084,              060,       71615400.00,           5400.00
OPTIDX    ,BANKNIFTY ,27/10/2022,00034300.00,PE      ,00000002.40,00000004.15,00000002.15,00000002.70,000000000002700,             2450,              098,              069,       84041677.50,           6677.50
OPTIDX    ,BANKNIFTY ,27/10/2022,00034500.00,PE      ,00000003.00,00000004.30,00000001.30,00000002.65,000000000064900,            66875,             2675,              990,     2307366905.00,         179405.00
OPTIDX    ,BANKNIFTY ,27/10/2022,00034700.00,PE      ,00000003.85,00000003.85,00000001.55,00000002.35,000000000001775,             1000,              040,              018,       34701991.25,           1991.25
OPTIDX    ,BANKNIFTY ,27/10/2022,00034900.00,PE      ,00000002.70,00000005.20,00000001.55,00000002.55,000000000001850,             7000,              280,              075,      244320170.00,          20170.00
OPTIDX    ,BANKNIFTY ,27/10/2022,00035100.00,PE      ,00000003.00,00000003.80,00000001.50,00000003.10,000000000002800,             5125,              205,              143,      179902732.50,          15232.50
OPTIDX    ,BANKNIFTY ,27/10/2022,00035300.00,PE      ,00000004.90,00000004.90,00000001.55,00000003.20,000000000004075,             7725,              309,              244,      272716345.00,          23845.00
OPTIDX    ,BANKNIFTY ,27/10/2022,00035500.00,PE      ,00000002.75,00000004.35,00000002.35,00000003.30,000000000116575,           167075,             6683,             2509,     5931706305.00,         543805.00
OPTIDX    ,BANKNIFTY ,27/10/2022,00035700.00,PE      ,00000003.85,00000005.20,00000002.15,00000003.60,000000000004325,            13575,              543,              431,      484675943.75,          48443.75
OPTIDX    ,BANKNIFTY ,27/10/2022,00035900.00,PE      ,00000003.50,00000004.85,00000002.60,00000003.70,000000000006000,            19000,              760,              558,      682169347.50,          69347.50
OPTIDX    ,BANKNIFTY ,27/10/2022,00036100.00,PE      ,00000006.90,00000006.90,00000003.15,00000003.95,000000000014900,            26700,             1068,              842,      963974107.50,         104107.50
OPTIDX    ,BANKNIFTY ,27/10/2022,00036300.00,PE      ,00000004.30,00000006.90,00000002.25,00000003.85,000000000023125,            41500,             1660,              985,     1506609275.00,         159275.00
OPTIDX    ,BANKNIFTY ,27/10/2022,00036500.00,PE      ,00000003.85,00000005.00,00000002.45,00000004.00,000000000507425,           924675,            36987,            10977,    33754282737.50,        3645237.50
OPTIDX    ,BANKNIFTY ,27/10/2022,00036700.00,PE      ,00000002.35,00000007.25,00000002.35,00000004.20,000000000024850,            57150,             2286,             1160,     2097647723.75,         242723.75
OPTIDX    ,BANKNIFTY ,27/10/2022,00036900.00,PE      ,00000004.50,00000006.15,00000001.10,00000004.45,000000000025850,            40175,             1607,              915,     1482636450.00,         178950.00
