DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
31-OCT-2022,FUTSTK,AARTIIND,01-DEC-2022,703.00
31-OCT-2022,FUTSTK,AARTIIND,08-DEC-2022,703.90
31-OCT-2022,FUTSTK,AARTIIND,29-DEC-2022,688.20
31-OCT-2022,FUTSTK,AARTIIND,25-JAN-2023,686.55
31-OCT-2022,FUTSTK,ABB,03-NOV-2022,3051.30
31-OCT-2022,FUTSTK,ABB,10-NOV-2022,3055.05
31-OCT-2022,FUTSTK,ABB,17-NOV-2022,3058.80
31-OCT-2022,FUTSTK,ABB,24-NOV-2022,3066.45
31-OCT-2022,FUTSTK,ABB,01-DEC-2022,3066.65
31-OCT-2022,FUTSTK,ABB,08-DEC-2022,3070.45
31-OCT-2022,FUTSTK,ABB,29-DEC-2022,3077.30
31-OCT-2022,FUTSTK,ABB,25-JAN-2023,3096.95
31-OCT-2022,FUTSTK,ABBOTINDIA,03-NOV-2022,19257.60
31-OCT-2022,FUTSTK,ABBOTINDIA,10-NOV-2022,19281.30
31-OCT-2022,FUTSTK,ABBOTINDIA,17-NOV-2022,19305.00
31-OCT-2022,FUTSTK,ABBOTINDIA,24-NOV-2022,19350.20
31-OCT-2022,FUTSTK,ABBOTINDIA,01-DEC-2022,19354.50
31-OCT-2022,FUTSTK,ABBOTINDIA,08-DEC-2022,19378.75
31-OCT-2022,FUTSTK,ABBOTINDIA,29-DEC-2022,19418.00
31-OCT-2022,FUTSTK,ABBOTINDIA,25-JAN-2023,19545.90
31-OCT-2022,FUTSTK,ABCAPITAL,03-NOV-2022,116.95
31-OCT-2022,FUTSTK,ABCAPITAL,10-NOV-2022,117.10
31-OCT-2022,FUTSTK,ABCAPITAL,17-NOV-2022,117.20
31-OCT-2022,FUTSTK,ABCAPITAL,24-NOV-2022,117.55
31-OCT-2022,FUTSTK,ABCAPITAL,01-DEC-2022,117.50
31-OCT-2022,FUTSTK,ABCAPITAL,08-DEC-2022,117.65
31-OCT-2022,FUTSTK,ABCAPITAL,29-DEC-2022,117.95
31-OCT-2022,FUTSTK,ABCAPITAL,25-JAN-2023,118.60
31-OCT-2022,FUTSTK,ABFRL,03-NOV-2022,354.10
31-OCT-2022,FUTSTK,ABFRL,10-NOV-2022,354.55
31-OCT-2022,FUTSTK,ABFRL,17-NOV-2022,355.00
31-OCT-2022,FUTSTK,ABFRL,24-NOV-2022,355.85
31-OCT-2022,FUTSTK,ABFRL,01-DEC-2022,355.90
31-OCT-2022,FUTSTK,ABFRL,08-DEC-2022,356.35
31-OCT-2022,FUTSTK,ABFRL,29-DEC-2022,357.00
31-OCT-2022,FUTSTK,ABFRL,25-JAN-2023,359.40
31-OCT-2022,FUTSTK,ACC,03-NOV-2022,2391.60
31-OCT-2022,FUTSTK,ACC,10-NOV-2022,2394.50
31-OCT-2022,FUTSTK,ACC,17-NOV-2022,2397.45
31-OCT-2022,FUTSTK,ACC,24-NOV-2022,2404.50
31-OCT-2022,FUTSTK,ACC,01-DEC-2022,2403.60
31-OCT-2022,FUTSTK,ACC,08-DEC-2022,2406.65
31-OCT-2022,FUTSTK,ACC,15-DEC-2022,2409.65
31-OCT-2022,FUTSTK,ACC,29-DEC-2022,2412.65
31-OCT-2022,FUTSTK,ACC,25-JAN-2023,2427.40
31-OCT-2022,FUTSTK,ADANIENT,03-NOV-2022,3349.20
31-OCT-2022,FUTSTK,ADANIENT,10-NOV-2022,3353.30
31-OCT-2022,FUTSTK,ADANIENT,17-NOV-2022,3357.45
31-OCT-2022,FUTSTK,ADANIENT,24-NOV-2022,3364.75
31-OCT-2022,FUTSTK,ADANIENT,01-DEC-2022,3366.05
31-OCT-2022,FUTSTK,ADANIENT,08-DEC-2022,3370.25
31-OCT-2022,FUTSTK,ADANIENT,15-DEC-2022,3374.50
31-OCT-2022,FUTSTK,ADANIENT,29-DEC-2022,3378.80
31-OCT-2022,FUTSTK,ADANIENT,25-JAN-2023,3399.30
31-OCT-2022,FUTSTK,ADANIPORTS,03-NOV-2022,824.00
31-OCT-2022,FUTSTK,ADANIPORTS,10-NOV-2022,825.00
31-OCT-2022,FUTSTK,ADANIPORTS,17-NOV-2022,826.05
31-OCT-2022,FUTSTK,ADANIPORTS,24-NOV-2022,827.40
31-OCT-2022,FUTSTK,ADANIPORTS,01-DEC-2022,828.15
31-OCT-2022,FUTSTK,ADANIPORTS,08-DEC-2022,829.20
31-OCT-2022,FUTSTK,ADANIPORTS,15-DEC-2022,830.25
31-OCT-2022,FUTSTK,ADANIPORTS,29-DEC-2022,831.05
31-OCT-2022,FUTSTK,ADANIPORTS,25-JAN-2023,835.65
31-OCT-2022,FUTSTK,ALKEM,03-NOV-2022,3156.90
31-OCT-2022,FUTSTK,ALKEM,10-NOV-2022,3160.75
31-OCT-2022,FUTSTK,ALKEM,17-NOV-2022,3164.65
31-OCT-2022,FUTSTK,ALKEM,24-NOV-2022,3167.85
31-OCT-2022,FUTSTK,ALKEM,01-DEC-2022,3172.75
31-OCT-2022,FUTSTK,ALKEM,08-DEC-2022,3176.75
31-OCT-2022,FUTSTK,ALKEM,29-DEC-2022,3188.70
31-OCT-2022,FUTSTK,ALKEM,25-JAN-2023,3204.15
31-OCT-2022,FUTSTK,AMARAJABAT,03-NOV-2022,513.30
31-OCT-2022,FUTSTK,AMARAJABAT,10-NOV-2022,513.90
31-OCT-2022,FUTSTK,AMARAJABAT,17-NOV-2022,514.55
31-OCT-2022,FUTSTK,AMARAJABAT,24-NOV-2022,512.95
31-OCT-2022,FUTSTK,AMARAJABAT,01-DEC-2022,515.85
31-OCT-2022,FUTSTK,AMARAJABAT,08-DEC-2022,516.50
31-OCT-2022,FUTSTK,AMARAJABAT,15-DEC-2022,517.15
31-OCT-2022,FUTSTK,AMARAJABAT,29-DEC-2022,514.65
31-OCT-2022,FUTSTK,AMBUJACEM,03-NOV-2022,533.25
31-OCT-2022,FUTSTK,AMBUJACEM,10-NOV-2022,533.90
31-OCT-2022,FUTSTK,AMBUJACEM,17-NOV-2022,534.55
31-OCT-2022,FUTSTK,AMBUJACEM,24-NOV-2022,535.95
31-OCT-2022,FUTSTK,AMBUJACEM,01-DEC-2022,535.95
31-OCT-2022,FUTSTK,AMBUJACEM,08-DEC-2022,536.60
31-OCT-2022,FUTSTK,AMBUJACEM,15-DEC-2022,537.30
31-OCT-2022,FUTSTK,AMBUJACEM,29-DEC-2022,538.45
31-OCT-2022,FUTSTK,AMBUJACEM,25-JAN-2023,540.65
31-OCT-2022,FUTSTK,APOLLOHOSP,03-NOV-2022,4519.90
31-OCT-2022,FUTSTK,APOLLOHOSP,10-NOV-2022,4525.45
31-OCT-2022,FUTSTK,APOLLOHOSP,17-NOV-2022,4531.05
31-OCT-2022,FUTSTK,APOLLOHOSP,24-NOV-2022,4542.35
31-OCT-2022,FUTSTK,APOLLOHOSP,01-DEC-2022,4542.65
31-OCT-2022,FUTSTK,APOLLOHOSP,08-DEC-2022,4548.35
31-OCT-2022,FUTSTK,APOLLOHOSP,15-DEC-2022,4554.05
31-OCT-2022,FUTSTK,APOLLOHOSP,29-DEC-2022,4560.65
31-OCT-2022,FUTSTK,APOLLOHOSP,25-JAN-2023,4587.55
31-OCT-2022,FUTSTK,APOLLOTYRE,03-NOV-2022,290.85
31-OCT-2022,FUTSTK,APOLLOTYRE,10-NOV-2022,291.25
31-OCT-2022,FUTSTK,APOLLOTYRE,17-NOV-2022,291.60
31-OCT-2022,FUTSTK,APOLLOTYRE,24-NOV-2022,292.45
31-OCT-2022,FUTSTK,APOLLOTYRE,01-DEC-2022,292.35
31-OCT-2022,FUTSTK,APOLLOTYRE,08-DEC-2022,292.70
31-OCT-2022,FUTSTK,APOLLOTYRE,15-DEC-2022,293.05
31-OCT-2022,FUTSTK,APOLLOTYRE,29-DEC-2022,293.00
31-OCT-2022,FUTSTK,APOLLOTYRE,25-JAN-2023,295.25
31-OCT-2022,FUTSTK,ASHOKLEY,03-NOV-2022,153.40
31-OCT-2022,FUTSTK,ASHOKLEY,10-NOV-2022,153.60
31-OCT-2022,FUTSTK,ASHOKLEY,17-NOV-2022,153.80
31-OCT-2022,FUTSTK,ASHOKLEY,24-NOV-2022,153.85
31-OCT-2022,FUTSTK,ASHOKLEY,01-DEC-2022,154.15
31-OCT-2022,FUTSTK,ASHOKLEY,08-DEC-2022,154.35
31-OCT-2022,FUTSTK,ASHOKLEY,15-DEC-2022,154.55
31-OCT-2022,FUTSTK,ASHOKLEY,29-DEC-2022,154.55
31-OCT-2022,FUTSTK,ASHOKLEY,25-JAN-2023,155.70
31-OCT-2022,FUTSTK,ASIANPAINT,03-NOV-2022,3109.30
31-OCT-2022,FUTSTK,ASIANPAINT,10-NOV-2022,3113.15
31-OCT-2022,FUTSTK,ASIANPAINT,17-NOV-2022,3116.95
31-OCT-2022,FUTSTK,ASIANPAINT,24-NOV-2022,3119.00
31-OCT-2022,FUTSTK,ASIANPAINT,01-DEC-2022,3124.95
31-OCT-2022,FUTSTK,ASIANPAINT,08-DEC-2022,3128.85
31-OCT-2022,FUTSTK,ASIANPAINT,15-DEC-2022,3132.80
31-OCT-2022,FUTSTK,ASIANPAINT,29-DEC-2022,3133.30
31-OCT-2022,FUTSTK,ASIANPAINT,25-JAN-2023,3147.20
31-OCT-2022,FUTSTK,ASTRAL,03-NOV-2022,2032.20
31-OCT-2022,FUTSTK,ASTRAL,10-NOV-2022,2034.70
31-OCT-2022,FUTSTK,ASTRAL,17-NOV-2022,2037.20
31-OCT-2022,FUTSTK,ASTRAL,24-NOV-2022,2041.75
31-OCT-2022,FUTSTK,ASTRAL,01-DEC-2022,2042.40
31-OCT-2022,FUTSTK,ASTRAL,08-DEC-2022,2045.00
31-OCT-2022,FUTSTK,ASTRAL,29-DEC-2022,2047.10
31-OCT-2022,FUTSTK,ASTRAL,25-JAN-2023,2062.60
31-OCT-2022,FUTSTK,ATUL,03-NOV-2022,8377.50
31-OCT-2022,FUTSTK,ATUL,10-NOV-2022,8387.80
31-OCT-2022,FUTSTK,ATUL,17-NOV-2022,8398.10
31-OCT-2022,FUTSTK,ATUL,24-NOV-2022,8402.30
31-OCT-2022,FUTSTK,ATUL,01-DEC-2022,8419.65
31-OCT-2022,FUTSTK,ATUL,08-DEC-2022,8430.20
31-OCT-2022,FUTSTK,ATUL,29-DEC-2022,8411.50
31-OCT-2022,FUTSTK,ATUL,25-JAN-2023,8502.90
31-OCT-2022,FUTSTK,AUBANK,03-NOV-2022,589.90
31-OCT-2022,FUTSTK,AUBANK,10-NOV-2022,590.60
31-OCT-2022,FUTSTK,AUBANK,17-NOV-2022,591.35
31-OCT-2022,FUTSTK,AUBANK,24-NOV-2022,586.65
31-OCT-2022,FUTSTK,AUBANK,01-DEC-2022,592.85
31-OCT-2022,FUTSTK,AUBANK,08-DEC-2022,593.60
31-OCT-2022,FUTSTK,AUBANK,29-DEC-2022,586.00
31-OCT-2022,FUTSTK,AUBANK,25-JAN-2023,598.70
31-OCT-2022,FUTSTK,AUROPHARMA,03-NOV-2022,538.45
31-OCT-2022,FUTSTK,AUROPHARMA,10-NOV-2022,539.10
31-OCT-2022,FUTSTK,AUROPHARMA,17-NOV-2022,539.80
31-OCT-2022,FUTSTK,AUROPHARMA,24-NOV-2022,539.85
31-OCT-2022,FUTSTK,AUROPHARMA,01-DEC-2022,541.15
31-OCT-2022,FUTSTK,AUROPHARMA,08-DEC-2022,541.85
31-OCT-2022,FUTSTK,AUROPHARMA,15-DEC-2022,542.50
31-OCT-2022,FUTSTK,AUROPHARMA,29-DEC-2022,542.10
31-OCT-2022,FUTSTK,AUROPHARMA,25-JAN-2023,546.50
31-OCT-2022,FUTSTK,AXISBANK,03-NOV-2022,906.50
31-OCT-2022,FUTSTK,AXISBANK,10-NOV-2022,907.60
31-OCT-2022,FUTSTK,AXISBANK,17-NOV-2022,908.75
31-OCT-2022,FUTSTK,AXISBANK,24-NOV-2022,909.25
31-OCT-2022,FUTSTK,AXISBANK,01-DEC-2022,911.05
31-OCT-2022,FUTSTK,AXISBANK,08-DEC-2022,912.20
31-OCT-2022,FUTSTK,AXISBANK,15-DEC-2022,913.35
31-OCT-2022,FUTSTK,AXISBANK,29-DEC-2022,913.20
31-OCT-2022,FUTSTK,AXISBANK,25-JAN-2023,916.00
31-OCT-2022,FUTSTK,BAJAJ-AUTO,03-NOV-2022,3673.45
31-OCT-2022,FUTSTK,BAJAJ-AUTO,10-NOV-2022,3677.95
31-OCT-2022,FUTSTK,BAJAJ-AUTO,17-NOV-2022,3682.50
31-OCT-2022,FUTSTK,BAJAJ-AUTO,24-NOV-2022,3685.40
31-OCT-2022,FUTSTK,BAJAJ-AUTO,01-DEC-2022,3691.95
31-OCT-2022,FUTSTK,BAJAJ-AUTO,08-DEC-2022,3696.55
31-OCT-2022,FUTSTK,BAJAJ-AUTO,15-DEC-2022,3701.20
31-OCT-2022,FUTSTK,BAJAJ-AUTO,29-DEC-2022,3682.00
31-OCT-2022,FUTSTK,BAJAJ-AUTO,25-JAN-2023,3728.45
31-OCT-2022,FUTSTK,BAJAJFINSV,03-NOV-2022,1688.40
31-OCT-2022,FUTSTK,BAJAJFINSV,10-NOV-2022,1690.50
31-OCT-2022,FUTSTK,BAJAJFINSV,17-NOV-2022,1692.55
31-OCT-2022,FUTSTK,BAJAJFINSV,24-NOV-2022,1695.55
31-OCT-2022,FUTSTK,BAJAJFINSV,01-DEC-2022,1696.90
31-OCT-2022,FUTSTK,BAJAJFINSV,08-DEC-2022,1699.05
31-OCT-2022,FUTSTK,BAJAJFINSV,15-DEC-2022,1701.15
31-OCT-2022,FUTSTK,BAJAJFINSV,29-DEC-2022,1694.75
31-OCT-2022,FUTSTK,BAJAJFINSV,25-JAN-2023,1699.50
31-OCT-2022,FUTSTK,BAJFINANCE,03-NOV-2022,7147.60
31-OCT-2022,FUTSTK,BAJFINANCE,10-NOV-2022,7156.40
31-OCT-2022,FUTSTK,BAJFINANCE,17-NOV-2022,7165.20
31-OCT-2022,FUTSTK,BAJFINANCE,24-NOV-2022,7183.70
31-OCT-2022,FUTSTK,BAJFINANCE,01-DEC-2022,7183.55
31-OCT-2022,FUTSTK,BAJFINANCE,08-DEC-2022,7192.55
31-OCT-2022,FUTSTK,BAJFINANCE,15-DEC-2022,7201.55
31-OCT-2022,FUTSTK,BAJFINANCE,29-DEC-2022,7214.70
31-OCT-2022,FUTSTK,BAJFINANCE,25-JAN-2023,7248.90
31-OCT-2022,FUTSTK,BALKRISIND,03-NOV-2022,1963.80
31-OCT-2022,FUTSTK,BALKRISIND,10-NOV-2022,1966.20
31-OCT-2022,FUTSTK,BALKRISIND,17-NOV-2022,1968.65
31-OCT-2022,FUTSTK,BALKRISIND,24-NOV-2022,1973.00
31-OCT-2022,FUTSTK,BALKRISIND,01-DEC-2022,1973.70
31-OCT-2022,FUTSTK,BALKRISIND,08-DEC-2022,1976.15
31-OCT-2022,FUTSTK,BALKRISIND,15-DEC-2022,1978.65
31-OCT-2022,FUTSTK,BALKRISIND,29-DEC-2022,1980.70
31-OCT-2022,FUTSTK,BALKRISIND,25-JAN-2023,1985.00
31-OCT-2022,FUTSTK,BALRAMCHIN,03-NOV-2022,316.15
31-OCT-2022,FUTSTK,BALRAMCHIN,10-NOV-2022,316.55
31-OCT-2022,FUTSTK,BALRAMCHIN,17-NOV-2022,316.90
31-OCT-2022,FUTSTK,BALRAMCHIN,24-NOV-2022,317.95
31-OCT-2022,FUTSTK,BALRAMCHIN,01-DEC-2022,317.75
31-OCT-2022,FUTSTK,BALRAMCHIN,08-DEC-2022,318.15
31-OCT-2022,FUTSTK,BALRAMCHIN,29-DEC-2022,319.20
31-OCT-2022,FUTSTK,BALRAMCHIN,25-JAN-2023,320.85
31-OCT-2022,FUTSTK,BANDHANBNK,03-NOV-2022,238.70
31-OCT-2022,FUTSTK,BANDHANBNK,10-NOV-2022,239.00
31-OCT-2022,FUTSTK,BANDHANBNK,17-NOV-2022,239.30
31-OCT-2022,FUTSTK,BANDHANBNK,24-NOV-2022,239.95
31-OCT-2022,FUTSTK,BANDHANBNK,01-DEC-2022,239.90
31-OCT-2022,FUTSTK,BANDHANBNK,08-DEC-2022,240.20
31-OCT-2022,FUTSTK,BANDHANBNK,29-DEC-2022,241.20
31-OCT-2022,FUTSTK,BANDHANBNK,25-JAN-2023,242.15
31-OCT-2022,FUTSTK,BANKBARODA,03-NOV-2022,147.80
31-OCT-2022,FUTSTK,BANKBARODA,10-NOV-2022,148.00
31-OCT-2022,FUTSTK,BANKBARODA,17-NOV-2022,148.15
31-OCT-2022,FUTSTK,BANKBARODA,24-NOV-2022,148.55
31-OCT-2022,FUTSTK,BANKBARODA,01-DEC-2022,148.55
31-OCT-2022,FUTSTK,BANKBARODA,08-DEC-2022,148.75
31-OCT-2022,FUTSTK,BANKBARODA,15-DEC-2022,148.90
31-OCT-2022,FUTSTK,BANKBARODA,29-DEC-2022,149.30
31-OCT-2022,FUTSTK,BANKBARODA,25-JAN-2023,149.85
31-OCT-2022,FUTSTK,BATAINDIA,03-NOV-2022,1829.35
31-OCT-2022,FUTSTK,BATAINDIA,10-NOV-2022,1831.60
31-OCT-2022,FUTSTK,BATAINDIA,17-NOV-2022,1833.85
31-OCT-2022,FUTSTK,BATAINDIA,24-NOV-2022,1838.15
31-OCT-2022,FUTSTK,BATAINDIA,01-DEC-2022,1838.55
31-OCT-2022,FUTSTK,BATAINDIA,08-DEC-2022,1840.85
31-OCT-2022,FUTSTK,BATAINDIA,15-DEC-2022,1843.15
31-OCT-2022,FUTSTK,BATAINDIA,29-DEC-2022,1847.15
31-OCT-2022,FUTSTK,BATAINDIA,25-JAN-2023,1856.20
31-OCT-2022,FUTSTK,BEL,03-NOV-2022,106.95
31-OCT-2022,FUTSTK,BEL,10-NOV-2022,107.05
31-OCT-2022,FUTSTK,BEL,17-NOV-2022,107.20
31-OCT-2022,FUTSTK,BEL,24-NOV-2022,107.35
31-OCT-2022,FUTSTK,BEL,01-DEC-2022,107.45
31-OCT-2022,FUTSTK,BEL,08-DEC-2022,107.60
31-OCT-2022,FUTSTK,BEL,15-DEC-2022,107.75
31-OCT-2022,FUTSTK,BEL,29-DEC-2022,107.75
31-OCT-2022,FUTSTK,BEL,25-JAN-2023,108.00
31-OCT-2022,FUTSTK,BERGEPAINT,03-NOV-2022,586.15
31-OCT-2022,FUTSTK,BERGEPAINT,10-NOV-2022,586.85
31-OCT-2022,FUTSTK,BERGEPAINT,17-NOV-2022,587.55
31-OCT-2022,FUTSTK,BERGEPAINT,24-NOV-2022,587.80
31-OCT-2022,FUTSTK,BERGEPAINT,01-DEC-2022,589.10
31-OCT-2022,FUTSTK,BERGEPAINT,08-DEC-2022,589.80
31-OCT-2022,FUTSTK,BERGEPAINT,15-DEC-2022,590.55
31-OCT-2022,FUTSTK,BERGEPAINT,29-DEC-2022,590.25
31-OCT-2022,FUTSTK,BERGEPAINT,25-JAN-2023,594.90
31-OCT-2022,FUTSTK,BHARATFORG,03-NOV-2022,834.65
31-OCT-2022,FUTSTK,BHARATFORG,10-NOV-2022,835.70
31-OCT-2022,FUTSTK,BHARATFORG,17-NOV-2022,836.70
31-OCT-2022,FUTSTK,BHARATFORG,24-NOV-2022,835.10
31-OCT-2022,FUTSTK,BHARATFORG,01-DEC-2022,838.85
31-OCT-2022,FUTSTK,BHARATFORG,08-DEC-2022,839.90
31-OCT-2022,FUTSTK,BHARATFORG,15-DEC-2022,840.95
31-OCT-2022,FUTSTK,BHARATFORG,29-DEC-2022,835.25
31-OCT-2022,FUTSTK,BHARATFORG,25-JAN-2023,835.45
31-OCT-2022,FUTSTK,BHARTIARTL,03-NOV-2022,832.45
31-OCT-2022,FUTSTK,BHARTIARTL,10-NOV-2022,833.50
31-OCT-2022,FUTSTK,BHARTIARTL,17-NOV-2022,834.50
31-OCT-2022,FUTSTK,BHARTIARTL,24-NOV-2022,829.10
31-OCT-2022,FUTSTK,BHARTIARTL,01-DEC-2022,836.65
31-OCT-2022,FUTSTK,BHARTIARTL,08-DEC-2022,837.70
31-OCT-2022,FUTSTK,BHARTIARTL,15-DEC-2022,838.75
31-OCT-2022,FUTSTK,BHARTIARTL,29-DEC-2022,827.75
31-OCT-2022,FUTSTK,BHARTIARTL,25-JAN-2023,828.45
31-OCT-2022,FUTSTK,BHEL,03-NOV-2022,74.10
31-OCT-2022,FUTSTK,BHEL,10-NOV-2022,74.20
31-OCT-2022,FUTSTK,BHEL,17-NOV-2022,74.30
31-OCT-2022,FUTSTK,BHEL,24-NOV-2022,74.45
31-OCT-2022,FUTSTK,BHEL,01-DEC-2022,74.50
31-OCT-2022,FUTSTK,BHEL,08-DEC-2022,74.60
31-OCT-2022,FUTSTK,BHEL,15-DEC-2022,74.65
31-OCT-2022,FUTSTK,BHEL,29-DEC-2022,74.75
31-OCT-2022,FUTSTK,BHEL,25-JAN-2023,75.00
31-OCT-2022,FUTSTK,BIOCON,03-NOV-2022,269.60
31-OCT-2022,FUTSTK,BIOCON,10-NOV-2022,269.95
31-OCT-2022,FUTSTK,BIOCON,17-NOV-2022,270.30
31-OCT-2022,FUTSTK,BIOCON,24-NOV-2022,271.00
31-OCT-2022,FUTSTK,BIOCON,01-DEC-2022,270.95
31-OCT-2022,FUTSTK,BIOCON,08-DEC-2022,271.30
31-OCT-2022,FUTSTK,BIOCON,15-DEC-2022,271.65
31-OCT-2022,FUTSTK,BIOCON,29-DEC-2022,272.30
31-OCT-2022,FUTSTK,BIOCON,25-JAN-2023,273.65
31-OCT-2022,FUTSTK,BOSCHLTD,03-NOV-2022,16496.80
31-OCT-2022,FUTSTK,BOSCHLTD,10-NOV-2022,16517.10
31-OCT-2022,FUTSTK,BOSCHLTD,17-NOV-2022,16537.40
31-OCT-2022,FUTSTK,BOSCHLTD,24-NOV-2022,16564.95
31-OCT-2022,FUTSTK,BOSCHLTD,01-DEC-2022,16579.80
31-OCT-2022,FUTSTK,BOSCHLTD,08-DEC-2022,16600.60
31-OCT-2022,FUTSTK,BOSCHLTD,15-DEC-2022,16621.40
31-OCT-2022,FUTSTK,BOSCHLTD,29-DEC-2022,16641.70
31-OCT-2022,FUTSTK,BOSCHLTD,25-JAN-2023,16743.75
31-OCT-2022,FUTSTK,BPCL,03-NOV-2022,303.85
31-OCT-2022,FUTSTK,BPCL,10-NOV-2022,304.20
31-OCT-2022,FUTSTK,BPCL,17-NOV-2022,304.60
31-OCT-2022,FUTSTK,BPCL,24-NOV-2022,305.55
31-OCT-2022,FUTSTK,BPCL,01-DEC-2022,305.35
31-OCT-2022,FUTSTK,BPCL,08-DEC-2022,305.75
31-OCT-2022,FUTSTK,BPCL,15-DEC-2022,306.10
31-OCT-2022,FUTSTK,BPCL,29-DEC-2022,306.15
31-OCT-2022,FUTSTK,BPCL,25-JAN-2023,306.80
31-OCT-2022,FUTSTK,BRITANNIA,03-NOV-2022,3768.55
31-OCT-2022,FUTSTK,BRITANNIA,10-NOV-2022,3773.20
31-OCT-2022,FUTSTK,BRITANNIA,17-NOV-2022,3777.85
31-OCT-2022,FUTSTK,BRITANNIA,24-NOV-2022,3786.95
31-OCT-2022,FUTSTK,BRITANNIA,01-DEC-2022,3787.50
31-OCT-2022,FUTSTK,BRITANNIA,08-DEC-2022,3792.25
31-OCT-2022,FUTSTK,BRITANNIA,15-DEC-2022,3797.00
