DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
31-OCT-2022,FUTSTK,BRITANNIA,29-DEC-2022,3796.05
31-OCT-2022,FUTSTK,BRITANNIA,25-JAN-2023,3824.95
31-OCT-2022,FUTSTK,BSOFT,03-NOV-2022,271.00
31-OCT-2022,FUTSTK,BSOFT,10-NOV-2022,271.35
31-OCT-2022,FUTSTK,BSOFT,17-NOV-2022,271.70
31-OCT-2022,FUTSTK,BSOFT,24-NOV-2022,270.90
31-OCT-2022,FUTSTK,BSOFT,01-DEC-2022,272.40
31-OCT-2022,FUTSTK,BSOFT,08-DEC-2022,272.70
31-OCT-2022,FUTSTK,BSOFT,29-DEC-2022,272.20
31-OCT-2022,FUTSTK,BSOFT,25-JAN-2023,275.05
31-OCT-2022,FUTSTK,CANBK,03-NOV-2022,290.55
31-OCT-2022,FUTSTK,CANBK,10-NOV-2022,290.95
31-OCT-2022,FUTSTK,CANBK,17-NOV-2022,291.30
31-OCT-2022,FUTSTK,CANBK,24-NOV-2022,291.25
31-OCT-2022,FUTSTK,CANBK,01-DEC-2022,292.05
31-OCT-2022,FUTSTK,CANBK,08-DEC-2022,292.40
31-OCT-2022,FUTSTK,CANBK,15-DEC-2022,292.75
31-OCT-2022,FUTSTK,CANBK,29-DEC-2022,292.55
31-OCT-2022,FUTSTK,CANBK,25-JAN-2023,293.95
31-OCT-2022,FUTSTK,CANFINHOME,03-NOV-2022,524.65
31-OCT-2022,FUTSTK,CANFINHOME,10-NOV-2022,525.30
31-OCT-2022,FUTSTK,CANFINHOME,17-NOV-2022,525.95
31-OCT-2022,FUTSTK,CANFINHOME,24-NOV-2022,526.55
31-OCT-2022,FUTSTK,CANFINHOME,01-DEC-2022,527.30
31-OCT-2022,FUTSTK,CANFINHOME,08-DEC-2022,527.95
31-OCT-2022,FUTSTK,CANFINHOME,29-DEC-2022,527.70
31-OCT-2022,FUTSTK,CANFINHOME,25-JAN-2023,532.50
31-OCT-2022,FUTSTK,CHAMBLFERT,03-NOV-2022,326.60
31-OCT-2022,FUTSTK,CHAMBLFERT,10-NOV-2022,327.00
31-OCT-2022,FUTSTK,CHAMBLFERT,17-NOV-2022,327.40
31-OCT-2022,FUTSTK,CHAMBLFERT,24-NOV-2022,328.20
31-OCT-2022,FUTSTK,CHAMBLFERT,01-DEC-2022,328.25
31-OCT-2022,FUTSTK,CHAMBLFERT,08-DEC-2022,328.65
31-OCT-2022,FUTSTK,CHAMBLFERT,29-DEC-2022,329.45
31-OCT-2022,FUTSTK,CHAMBLFERT,25-JAN-2023,331.50
31-OCT-2022,FUTSTK,CHOLAFIN,03-NOV-2022,709.75
31-OCT-2022,FUTSTK,CHOLAFIN,10-NOV-2022,710.60
31-OCT-2022,FUTSTK,CHOLAFIN,17-NOV-2022,711.50
31-OCT-2022,FUTSTK,CHOLAFIN,24-NOV-2022,712.70
31-OCT-2022,FUTSTK,CHOLAFIN,01-DEC-2022,713.30
31-OCT-2022,FUTSTK,CHOLAFIN,08-DEC-2022,714.20
31-OCT-2022,FUTSTK,CHOLAFIN,15-DEC-2022,715.10
31-OCT-2022,FUTSTK,CHOLAFIN,29-DEC-2022,716.00
31-OCT-2022,FUTSTK,CHOLAFIN,25-JAN-2023,720.35
31-OCT-2022,FUTSTK,CIPLA,03-NOV-2022,1168.05
31-OCT-2022,FUTSTK,CIPLA,10-NOV-2022,1169.45
31-OCT-2022,FUTSTK,CIPLA,17-NOV-2022,1170.90
31-OCT-2022,FUTSTK,CIPLA,24-NOV-2022,1168.00
31-OCT-2022,FUTSTK,CIPLA,01-DEC-2022,1173.90
31-OCT-2022,FUTSTK,CIPLA,08-DEC-2022,1175.40
31-OCT-2022,FUTSTK,CIPLA,15-DEC-2022,1176.85
31-OCT-2022,FUTSTK,CIPLA,29-DEC-2022,1167.40
31-OCT-2022,FUTSTK,CIPLA,25-JAN-2023,1185.50
31-OCT-2022,FUTSTK,COALINDIA,03-NOV-2022,246.10
31-OCT-2022,FUTSTK,COALINDIA,10-NOV-2022,246.40
31-OCT-2022,FUTSTK,COALINDIA,17-NOV-2022,246.70
31-OCT-2022,FUTSTK,COALINDIA,24-NOV-2022,246.80
31-OCT-2022,FUTSTK,COALINDIA,01-DEC-2022,247.35
31-OCT-2022,FUTSTK,COALINDIA,08-DEC-2022,247.65
31-OCT-2022,FUTSTK,COALINDIA,15-DEC-2022,247.95
31-OCT-2022,FUTSTK,COALINDIA,29-DEC-2022,247.35
31-OCT-2022,FUTSTK,COALINDIA,25-JAN-2023,247.70
31-OCT-2022,FUTSTK,COFORGE,03-NOV-2022,3811.65
31-OCT-2022,FUTSTK,COFORGE,10-NOV-2022,3816.30
31-OCT-2022,FUTSTK,COFORGE,17-NOV-2022,3821.00
31-OCT-2022,FUTSTK,COFORGE,24-NOV-2022,3788.35
31-OCT-2022,FUTSTK,COFORGE,01-DEC-2022,3830.80
31-OCT-2022,FUTSTK,COFORGE,08-DEC-2022,3835.60
31-OCT-2022,FUTSTK,COFORGE,15-DEC-2022,3840.40
31-OCT-2022,FUTSTK,COFORGE,29-DEC-2022,3732.90
31-OCT-2022,FUTSTK,COFORGE,25-JAN-2023,3868.70
31-OCT-2022,FUTSTK,COLPAL,03-NOV-2022,1632.65
31-OCT-2022,FUTSTK,COLPAL,10-NOV-2022,1634.65
31-OCT-2022,FUTSTK,COLPAL,17-NOV-2022,1636.65
31-OCT-2022,FUTSTK,COLPAL,24-NOV-2022,1641.05
31-OCT-2022,FUTSTK,COLPAL,01-DEC-2022,1640.85
31-OCT-2022,FUTSTK,COLPAL,08-DEC-2022,1642.90
31-OCT-2022,FUTSTK,COLPAL,15-DEC-2022,1644.95
31-OCT-2022,FUTSTK,COLPAL,29-DEC-2022,1648.35
31-OCT-2022,FUTSTK,COLPAL,25-JAN-2023,1657.05
31-OCT-2022,FUTSTK,CONCOR,03-NOV-2022,798.45
31-OCT-2022,FUTSTK,CONCOR,10-NOV-2022,799.40
31-OCT-2022,FUTSTK,CONCOR,17-NOV-2022,800.40
31-OCT-2022,FUTSTK,CONCOR,24-NOV-2022,798.80
31-OCT-2022,FUTSTK,CONCOR,01-DEC-2022,802.45
31-OCT-2022,FUTSTK,CONCOR,08-DEC-2022,803.45
31-OCT-2022,FUTSTK,CONCOR,15-DEC-2022,804.45
31-OCT-2022,FUTSTK,CONCOR,29-DEC-2022,801.05
31-OCT-2022,FUTSTK,CONCOR,25-JAN-2023,810.40
31-OCT-2022,FUTSTK,COROMANDEL,03-NOV-2022,962.90
31-OCT-2022,FUTSTK,COROMANDEL,10-NOV-2022,964.05
31-OCT-2022,FUTSTK,COROMANDEL,17-NOV-2022,965.25
31-OCT-2022,FUTSTK,COROMANDEL,24-NOV-2022,968.35
31-OCT-2022,FUTSTK,COROMANDEL,01-DEC-2022,967.70
31-OCT-2022,FUTSTK,COROMANDEL,08-DEC-2022,968.95
31-OCT-2022,FUTSTK,COROMANDEL,29-DEC-2022,971.30
31-OCT-2022,FUTSTK,COROMANDEL,25-JAN-2023,977.30
31-OCT-2022,FUTSTK,CROMPTON,03-NOV-2022,362.50
31-OCT-2022,FUTSTK,CROMPTON,10-NOV-2022,362.95
31-OCT-2022,FUTSTK,CROMPTON,17-NOV-2022,363.40
31-OCT-2022,FUTSTK,CROMPTON,24-NOV-2022,363.45
31-OCT-2022,FUTSTK,CROMPTON,01-DEC-2022,364.35
31-OCT-2022,FUTSTK,CROMPTON,08-DEC-2022,364.80
31-OCT-2022,FUTSTK,CROMPTON,29-DEC-2022,361.65
31-OCT-2022,FUTSTK,CROMPTON,25-JAN-2023,367.95
31-OCT-2022,FUTSTK,CUB,03-NOV-2022,186.10
31-OCT-2022,FUTSTK,CUB,10-NOV-2022,186.35
31-OCT-2022,FUTSTK,CUB,17-NOV-2022,186.60
31-OCT-2022,FUTSTK,CUB,24-NOV-2022,183.60
31-OCT-2022,FUTSTK,CUB,01-DEC-2022,187.05
31-OCT-2022,FUTSTK,CUB,08-DEC-2022,187.30
31-OCT-2022,FUTSTK,CUB,29-DEC-2022,181.10
31-OCT-2022,FUTSTK,CUB,25-JAN-2023,188.90
31-OCT-2022,FUTSTK,CUMMINSIND,03-NOV-2022,1348.65
31-OCT-2022,FUTSTK,CUMMINSIND,10-NOV-2022,1350.30
31-OCT-2022,FUTSTK,CUMMINSIND,17-NOV-2022,1351.95
31-OCT-2022,FUTSTK,CUMMINSIND,24-NOV-2022,1351.50
31-OCT-2022,FUTSTK,CUMMINSIND,01-DEC-2022,1355.40
31-OCT-2022,FUTSTK,CUMMINSIND,08-DEC-2022,1357.10
31-OCT-2022,FUTSTK,CUMMINSIND,15-DEC-2022,1358.80
31-OCT-2022,FUTSTK,CUMMINSIND,29-DEC-2022,1354.40
31-OCT-2022,FUTSTK,CUMMINSIND,25-JAN-2023,1368.80
31-OCT-2022,FUTSTK,DABUR,03-NOV-2022,555.00
31-OCT-2022,FUTSTK,DABUR,10-NOV-2022,555.70
31-OCT-2022,FUTSTK,DABUR,17-NOV-2022,556.40
31-OCT-2022,FUTSTK,DABUR,24-NOV-2022,554.50
31-OCT-2022,FUTSTK,DABUR,01-DEC-2022,557.80
31-OCT-2022,FUTSTK,DABUR,08-DEC-2022,558.50
31-OCT-2022,FUTSTK,DABUR,15-DEC-2022,559.20
31-OCT-2022,FUTSTK,DABUR,29-DEC-2022,557.60
31-OCT-2022,FUTSTK,DABUR,25-JAN-2023,563.30
31-OCT-2022,FUTSTK,DALBHARAT,03-NOV-2022,1601.80
31-OCT-2022,FUTSTK,DALBHARAT,10-NOV-2022,1603.80
31-OCT-2022,FUTSTK,DALBHARAT,17-NOV-2022,1605.75
31-OCT-2022,FUTSTK,DALBHARAT,24-NOV-2022,1607.30
31-OCT-2022,FUTSTK,DALBHARAT,01-DEC-2022,1609.85
31-OCT-2022,FUTSTK,DALBHARAT,08-DEC-2022,1611.90
31-OCT-2022,FUTSTK,DALBHARAT,29-DEC-2022,1617.95
31-OCT-2022,FUTSTK,DALBHARAT,25-JAN-2023,1625.80
31-OCT-2022,FUTSTK,DEEPAKNTR,03-NOV-2022,2315.15
31-OCT-2022,FUTSTK,DEEPAKNTR,10-NOV-2022,2318.00
31-OCT-2022,FUTSTK,DEEPAKNTR,17-NOV-2022,2320.85
31-OCT-2022,FUTSTK,DEEPAKNTR,24-NOV-2022,2314.90
31-OCT-2022,FUTSTK,DEEPAKNTR,01-DEC-2022,2326.80
31-OCT-2022,FUTSTK,DEEPAKNTR,08-DEC-2022,2329.70
31-OCT-2022,FUTSTK,DEEPAKNTR,29-DEC-2022,2311.55
31-OCT-2022,FUTSTK,DEEPAKNTR,25-JAN-2023,2313.45
31-OCT-2022,FUTSTK,DELTACORP,03-NOV-2022,223.30
31-OCT-2022,FUTSTK,DELTACORP,10-NOV-2022,223.55
31-OCT-2022,FUTSTK,DELTACORP,17-NOV-2022,223.85
31-OCT-2022,FUTSTK,DELTACORP,24-NOV-2022,224.55
31-OCT-2022,FUTSTK,DELTACORP,01-DEC-2022,224.40
31-OCT-2022,FUTSTK,DELTACORP,08-DEC-2022,224.70
31-OCT-2022,FUTSTK,DELTACORP,29-DEC-2022,225.60
31-OCT-2022,FUTSTK,DELTACORP,25-JAN-2023,226.45
31-OCT-2022,FUTSTK,DIVISLAB,03-NOV-2022,3610.80
31-OCT-2022,FUTSTK,DIVISLAB,10-NOV-2022,3615.25
31-OCT-2022,FUTSTK,DIVISLAB,17-NOV-2022,3619.70
31-OCT-2022,FUTSTK,DIVISLAB,24-NOV-2022,3627.05
31-OCT-2022,FUTSTK,DIVISLAB,01-DEC-2022,3629.00
31-OCT-2022,FUTSTK,DIVISLAB,08-DEC-2022,3633.55
31-OCT-2022,FUTSTK,DIVISLAB,15-DEC-2022,3638.10
31-OCT-2022,FUTSTK,DIVISLAB,29-DEC-2022,3642.20
31-OCT-2022,FUTSTK,DIVISLAB,25-JAN-2023,3654.95
31-OCT-2022,FUTSTK,DIXON,03-NOV-2022,4518.95
31-OCT-2022,FUTSTK,DIXON,10-NOV-2022,4524.50
31-OCT-2022,FUTSTK,DIXON,17-NOV-2022,4530.05
31-OCT-2022,FUTSTK,DIXON,24-NOV-2022,4525.55
31-OCT-2022,FUTSTK,DIXON,01-DEC-2022,4541.70
31-OCT-2022,FUTSTK,DIXON,08-DEC-2022,4547.40
31-OCT-2022,FUTSTK,DIXON,29-DEC-2022,4501.90
31-OCT-2022,FUTSTK,DIXON,25-JAN-2023,4490.95
31-OCT-2022,FUTSTK,DLF,03-NOV-2022,385.70
31-OCT-2022,FUTSTK,DLF,10-NOV-2022,386.20
31-OCT-2022,FUTSTK,DLF,17-NOV-2022,386.65
31-OCT-2022,FUTSTK,DLF,24-NOV-2022,387.90
31-OCT-2022,FUTSTK,DLF,01-DEC-2022,387.65
31-OCT-2022,FUTSTK,DLF,08-DEC-2022,388.15
31-OCT-2022,FUTSTK,DLF,15-DEC-2022,388.65
31-OCT-2022,FUTSTK,DLF,29-DEC-2022,389.40
31-OCT-2022,FUTSTK,DLF,25-JAN-2023,391.35
31-OCT-2022,FUTSTK,DRREDDY,03-NOV-2022,4436.00
31-OCT-2022,FUTSTK,DRREDDY,10-NOV-2022,4441.45
31-OCT-2022,FUTSTK,DRREDDY,17-NOV-2022,4446.95
31-OCT-2022,FUTSTK,DRREDDY,24-NOV-2022,4459.10
31-OCT-2022,FUTSTK,DRREDDY,01-DEC-2022,4458.35
31-OCT-2022,FUTSTK,DRREDDY,08-DEC-2022,4463.90
31-OCT-2022,FUTSTK,DRREDDY,15-DEC-2022,4469.50
31-OCT-2022,FUTSTK,DRREDDY,29-DEC-2022,4456.60
31-OCT-2022,FUTSTK,DRREDDY,25-JAN-2023,4502.40
31-OCT-2022,FUTSTK,EICHERMOT,03-NOV-2022,3852.45
31-OCT-2022,FUTSTK,EICHERMOT,10-NOV-2022,3857.20
31-OCT-2022,FUTSTK,EICHERMOT,17-NOV-2022,3861.95
31-OCT-2022,FUTSTK,EICHERMOT,24-NOV-2022,3826.00
31-OCT-2022,FUTSTK,EICHERMOT,01-DEC-2022,3871.85
31-OCT-2022,FUTSTK,EICHERMOT,08-DEC-2022,3876.70
31-OCT-2022,FUTSTK,EICHERMOT,15-DEC-2022,3881.55
31-OCT-2022,FUTSTK,EICHERMOT,29-DEC-2022,3816.00
31-OCT-2022,FUTSTK,EICHERMOT,25-JAN-2023,3910.10
31-OCT-2022,FUTSTK,ESCORTS,03-NOV-2022,2039.50
31-OCT-2022,FUTSTK,ESCORTS,10-NOV-2022,2042.00
31-OCT-2022,FUTSTK,ESCORTS,17-NOV-2022,2044.50
31-OCT-2022,FUTSTK,ESCORTS,24-NOV-2022,2040.50
31-OCT-2022,FUTSTK,ESCORTS,01-DEC-2022,2049.75
31-OCT-2022,FUTSTK,ESCORTS,08-DEC-2022,2052.30
31-OCT-2022,FUTSTK,ESCORTS,15-DEC-2022,2054.90
31-OCT-2022,FUTSTK,ESCORTS,29-DEC-2022,2037.40
31-OCT-2022,FUTSTK,ESCORTS,25-JAN-2023,2038.05
31-OCT-2022,FUTSTK,EXIDEIND,03-NOV-2022,165.80
31-OCT-2022,FUTSTK,EXIDEIND,10-NOV-2022,166.00
31-OCT-2022,FUTSTK,EXIDEIND,17-NOV-2022,166.20
31-OCT-2022,FUTSTK,EXIDEIND,24-NOV-2022,166.75
31-OCT-2022,FUTSTK,EXIDEIND,01-DEC-2022,166.65
31-OCT-2022,FUTSTK,EXIDEIND,08-DEC-2022,166.85
31-OCT-2022,FUTSTK,EXIDEIND,15-DEC-2022,167.05
31-OCT-2022,FUTSTK,EXIDEIND,29-DEC-2022,167.55
31-OCT-2022,FUTSTK,EXIDEIND,25-JAN-2023,168.30
31-OCT-2022,FUTSTK,FEDERALBNK,03-NOV-2022,131.60
31-OCT-2022,FUTSTK,FEDERALBNK,10-NOV-2022,131.75
31-OCT-2022,FUTSTK,FEDERALBNK,17-NOV-2022,131.90
31-OCT-2022,FUTSTK,FEDERALBNK,24-NOV-2022,132.30
31-OCT-2022,FUTSTK,FEDERALBNK,01-DEC-2022,132.25
31-OCT-2022,FUTSTK,FEDERALBNK,08-DEC-2022,132.40
31-OCT-2022,FUTSTK,FEDERALBNK,15-DEC-2022,132.60
31-OCT-2022,FUTSTK,FEDERALBNK,29-DEC-2022,132.80
31-OCT-2022,FUTSTK,FEDERALBNK,25-JAN-2023,133.55
31-OCT-2022,FUTSTK,FSL,03-NOV-2022,103.90
31-OCT-2022,FUTSTK,FSL,10-NOV-2022,104.05
31-OCT-2022,FUTSTK,FSL,17-NOV-2022,104.20
31-OCT-2022,FUTSTK,FSL,24-NOV-2022,104.40
31-OCT-2022,FUTSTK,FSL,01-DEC-2022,104.45
31-OCT-2022,FUTSTK,FSL,08-DEC-2022,104.60
31-OCT-2022,FUTSTK,FSL,29-DEC-2022,104.05
31-OCT-2022,FUTSTK,FSL,25-JAN-2023,105.50
31-OCT-2022,FUTSTK,GAIL,03-NOV-2022,91.35
31-OCT-2022,FUTSTK,GAIL,10-NOV-2022,91.50
31-OCT-2022,FUTSTK,GAIL,17-NOV-2022,91.60
31-OCT-2022,FUTSTK,GAIL,24-NOV-2022,91.75
31-OCT-2022,FUTSTK,GAIL,01-DEC-2022,91.85
31-OCT-2022,FUTSTK,GAIL,08-DEC-2022,91.95
31-OCT-2022,FUTSTK,GAIL,15-DEC-2022,92.05
31-OCT-2022,FUTSTK,GAIL,29-DEC-2022,91.85
31-OCT-2022,FUTSTK,GAIL,25-JAN-2023,92.20
31-OCT-2022,FUTSTK,GLENMARK,03-NOV-2022,404.80
31-OCT-2022,FUTSTK,GLENMARK,10-NOV-2022,405.30
31-OCT-2022,FUTSTK,GLENMARK,17-NOV-2022,405.80
31-OCT-2022,FUTSTK,GLENMARK,24-NOV-2022,406.90
31-OCT-2022,FUTSTK,GLENMARK,01-DEC-2022,406.80
31-OCT-2022,FUTSTK,GLENMARK,08-DEC-2022,407.35
31-OCT-2022,FUTSTK,GLENMARK,15-DEC-2022,407.85
31-OCT-2022,FUTSTK,GLENMARK,29-DEC-2022,408.70
31-OCT-2022,FUTSTK,GLENMARK,25-JAN-2023,410.85
31-OCT-2022,FUTSTK,GMRINFRA,03-NOV-2022,37.50
31-OCT-2022,FUTSTK,GMRINFRA,10-NOV-2022,37.55
31-OCT-2022,FUTSTK,GMRINFRA,17-NOV-2022,37.60
31-OCT-2022,FUTSTK,GMRINFRA,24-NOV-2022,37.60
31-OCT-2022,FUTSTK,GMRINFRA,01-DEC-2022,37.70
31-OCT-2022,FUTSTK,GMRINFRA,08-DEC-2022,37.75
31-OCT-2022,FUTSTK,GMRINFRA,15-DEC-2022,37.75
31-OCT-2022,FUTSTK,GMRINFRA,29-DEC-2022,37.70
31-OCT-2022,FUTSTK,GMRINFRA,25-JAN-2023,38.05
31-OCT-2022,FUTSTK,GNFC,03-NOV-2022,709.55
31-OCT-2022,FUTSTK,GNFC,10-NOV-2022,710.40
31-OCT-2022,FUTSTK,GNFC,17-NOV-2022,711.30
31-OCT-2022,FUTSTK,GNFC,24-NOV-2022,713.55
31-OCT-2022,FUTSTK,GNFC,01-DEC-2022,713.10
31-OCT-2022,FUTSTK,GNFC,08-DEC-2022,714.00
31-OCT-2022,FUTSTK,GNFC,29-DEC-2022,716.50
31-OCT-2022,FUTSTK,GNFC,25-JAN-2023,720.15
31-OCT-2022,FUTSTK,GODREJCP,03-NOV-2022,829.75
31-OCT-2022,FUTSTK,GODREJCP,10-NOV-2022,830.80
31-OCT-2022,FUTSTK,GODREJCP,17-NOV-2022,831.80
31-OCT-2022,FUTSTK,GODREJCP,24-NOV-2022,834.30
31-OCT-2022,FUTSTK,GODREJCP,01-DEC-2022,833.95
31-OCT-2022,FUTSTK,GODREJCP,08-DEC-2022,835.00
31-OCT-2022,FUTSTK,GODREJCP,15-DEC-2022,836.00
31-OCT-2022,FUTSTK,GODREJCP,29-DEC-2022,838.40
31-OCT-2022,FUTSTK,GODREJCP,25-JAN-2023,842.20
31-OCT-2022,FUTSTK,GODREJPROP,03-NOV-2022,1263.65
31-OCT-2022,FUTSTK,GODREJPROP,10-NOV-2022,1265.20
31-OCT-2022,FUTSTK,GODREJPROP,17-NOV-2022,1266.75
31-OCT-2022,FUTSTK,GODREJPROP,24-NOV-2022,1271.05
31-OCT-2022,FUTSTK,GODREJPROP,01-DEC-2022,1270.00
31-OCT-2022,FUTSTK,GODREJPROP,08-DEC-2022,1271.60
31-OCT-2022,FUTSTK,GODREJPROP,29-DEC-2022,1275.15
31-OCT-2022,FUTSTK,GODREJPROP,25-JAN-2023,1282.80
31-OCT-2022,FUTSTK,GRANULES,03-NOV-2022,372.85
31-OCT-2022,FUTSTK,GRANULES,10-NOV-2022,373.35
31-OCT-2022,FUTSTK,GRANULES,17-NOV-2022,373.80
31-OCT-2022,FUTSTK,GRANULES,24-NOV-2022,374.35
31-OCT-2022,FUTSTK,GRANULES,01-DEC-2022,374.75
31-OCT-2022,FUTSTK,GRANULES,08-DEC-2022,375.20
31-OCT-2022,FUTSTK,GRANULES,29-DEC-2022,375.60
31-OCT-2022,FUTSTK,GRANULES,25-JAN-2023,378.45
31-OCT-2022,FUTSTK,GRASIM,03-NOV-2022,1722.65
31-OCT-2022,FUTSTK,GRASIM,10-NOV-2022,1724.75
31-OCT-2022,FUTSTK,GRASIM,17-NOV-2022,1726.85
31-OCT-2022,FUTSTK,GRASIM,24-NOV-2022,1732.10
31-OCT-2022,FUTSTK,GRASIM,01-DEC-2022,1731.30
31-OCT-2022,FUTSTK,GRASIM,08-DEC-2022,1733.45
31-OCT-2022,FUTSTK,GRASIM,15-DEC-2022,1735.65
31-OCT-2022,FUTSTK,GRASIM,29-DEC-2022,1738.20
31-OCT-2022,FUTSTK,GRASIM,25-JAN-2023,1748.40
31-OCT-2022,FUTSTK,GSPL,03-NOV-2022,226.30
31-OCT-2022,FUTSTK,GSPL,10-NOV-2022,226.55
31-OCT-2022,FUTSTK,GSPL,17-NOV-2022,226.85
31-OCT-2022,FUTSTK,GSPL,24-NOV-2022,227.00
31-OCT-2022,FUTSTK,GUJGASLTD,03-NOV-2022,518.90
31-OCT-2022,FUTSTK,GUJGASLTD,10-NOV-2022,519.55
31-OCT-2022,FUTSTK,GUJGASLTD,17-NOV-2022,520.15
31-OCT-2022,FUTSTK,GUJGASLTD,24-NOV-2022,518.20
31-OCT-2022,FUTSTK,GUJGASLTD,01-DEC-2022,521.50
31-OCT-2022,FUTSTK,GUJGASLTD,08-DEC-2022,522.15
31-OCT-2022,FUTSTK,GUJGASLTD,29-DEC-2022,513.45
31-OCT-2022,FUTSTK,GUJGASLTD,25-JAN-2023,526.65
31-OCT-2022,FUTSTK,HAL,03-NOV-2022,2531.40
31-OCT-2022,FUTSTK,HAL,10-NOV-2022,2534.50
31-OCT-2022,FUTSTK,HAL,17-NOV-2022,2537.65
31-OCT-2022,FUTSTK,HAL,24-NOV-2022,2539.70
31-OCT-2022,FUTSTK,HAL,01-DEC-2022,2544.15
31-OCT-2022,FUTSTK,HAL,08-DEC-2022,2547.35
31-OCT-2022,FUTSTK,HAL,29-DEC-2022,2547.40
31-OCT-2022,FUTSTK,HAL,25-JAN-2023,2549.95
31-OCT-2022,FUTSTK,HAVELLS,03-NOV-2022,1216.95
31-OCT-2022,FUTSTK,HAVELLS,10-NOV-2022,1218.45
31-OCT-2022,FUTSTK,HAVELLS,17-NOV-2022,1219.95
31-OCT-2022,FUTSTK,HAVELLS,24-NOV-2022,1220.60
31-OCT-2022,FUTSTK,HAVELLS,01-DEC-2022,1223.10
31-OCT-2022,FUTSTK,HAVELLS,08-DEC-2022,1224.60
31-OCT-2022,FUTSTK,HAVELLS,15-DEC-2022,1226.15
31-OCT-2022,FUTSTK,HAVELLS,29-DEC-2022,1225.05
31-OCT-2022,FUTSTK,HAVELLS,25-JAN-2023,1228.30
31-OCT-2022,FUTSTK,HCLTECH,03-NOV-2022,1041.70
31-OCT-2022,FUTSTK,HCLTECH,10-NOV-2022,1043.00
31-OCT-2022,FUTSTK,HCLTECH,17-NOV-2022,1044.30
31-OCT-2022,FUTSTK,HCLTECH,24-NOV-2022,1044.65
31-OCT-2022,FUTSTK,HCLTECH,01-DEC-2022,1046.95
31-OCT-2022,FUTSTK,HCLTECH,08-DEC-2022,1048.25
31-OCT-2022,FUTSTK,HCLTECH,15-DEC-2022,1049.60
31-OCT-2022,FUTSTK,HCLTECH,29-DEC-2022,1049.95
31-OCT-2022,FUTSTK,HCLTECH,25-JAN-2023,1045.65
31-OCT-2022,FUTSTK,HDFC,03-NOV-2022,2471.10
31-OCT-2022,FUTSTK,HDFC,10-NOV-2022,2474.15
31-OCT-2022,FUTSTK,HDFC,17-NOV-2022,2477.20
31-OCT-2022,FUTSTK,HDFC,24-NOV-2022,2479.25
31-OCT-2022,FUTSTK,HDFC,01-DEC-2022,2483.55
31-OCT-2022,FUTSTK,HDFC,08-DEC-2022,2486.65
31-OCT-2022,FUTSTK,HDFC,15-DEC-2022,2489.80
31-OCT-2022,FUTSTK,HDFC,29-DEC-2022,2491.45
31-OCT-2022,FUTSTK,HDFC,25-JAN-2023,2499.00
31-OCT-2022,FUTSTK,HDFCAMC,03-NOV-2022,2075.70
31-OCT-2022,FUTSTK,HDFCAMC,10-NOV-2022,2078.25
31-OCT-2022,FUTSTK,HDFCAMC,17-NOV-2022,2080.80
31-OCT-2022,FUTSTK,HDFCAMC,24-NOV-2022,2076.70
31-OCT-2022,FUTSTK,HDFCAMC,01-DEC-2022,2086.15
31-OCT-2022,FUTSTK,HDFCAMC,08-DEC-2022,2088.75
31-OCT-2022,FUTSTK,HDFCAMC,29-DEC-2022,2071.10
31-OCT-2022,FUTSTK,HDFCAMC,25-JAN-2023,2106.80
31-OCT-2022,FUTSTK,HDFCBANK,03-NOV-2022,1497.50
31-OCT-2022,FUTSTK,HDFCBANK,10-NOV-2022,1499.35
31-OCT-2022,FUTSTK,HDFCBANK,17-NOV-2022,1501.20
31-OCT-2022,FUTSTK,HDFCBANK,24-NOV-2022,1503.25
31-OCT-2022,FUTSTK,HDFCBANK,01-DEC-2022,1505.05
31-OCT-2022,FUTSTK,HDFCBANK,08-DEC-2022,1506.95
31-OCT-2022,FUTSTK,HDFCBANK,15-DEC-2022,1508.80
31-OCT-2022,FUTSTK,HDFCBANK,29-DEC-2022,1510.05
31-OCT-2022,FUTSTK,HDFCBANK,25-JAN-2023,1516.75
31-OCT-2022,FUTSTK,HDFCLIFE,03-NOV-2022,540.75
31-OCT-2022,FUTSTK,HDFCLIFE,10-NOV-2022,541.40
31-OCT-2022,FUTSTK,HDFCLIFE,17-NOV-2022,542.10
31-OCT-2022,FUTSTK,HDFCLIFE,24-NOV-2022,542.60
31-OCT-2022,FUTSTK,HDFCLIFE,01-DEC-2022,543.50
31-OCT-2022,FUTSTK,HDFCLIFE,08-DEC-2022,544.15
31-OCT-2022,FUTSTK,HDFCLIFE,29-DEC-2022,545.10
31-OCT-2022,FUTSTK,HDFCLIFE,25-JAN-2023,548.85
31-OCT-2022,FUTSTK,HEROMOTOCO,03-NOV-2022,2678.30
31-OCT-2022,FUTSTK,HEROMOTOCO,10-NOV-2022,2681.60
31-OCT-2022,FUTSTK,HEROMOTOCO,17-NOV-2022,2684.85
31-OCT-2022,FUTSTK,HEROMOTOCO,24-NOV-2022,2682.15
31-OCT-2022,FUTSTK,HEROMOTOCO,01-DEC-2022,2691.75
31-OCT-2022,FUTSTK,HEROMOTOCO,08-DEC-2022,2695.15
31-OCT-2022,FUTSTK,HEROMOTOCO,15-DEC-2022,2698.50
31-OCT-2022,FUTSTK,HEROMOTOCO,29-DEC-2022,2687.40
