DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
03-NOV-2022,FUTSTK,POLYCAB,03-NOV-2022,2750.75
03-NOV-2022,FUTSTK,POLYCAB,10-NOV-2022,2754.15
03-NOV-2022,FUTSTK,POLYCAB,17-NOV-2022,2757.50
03-NOV-2022,FUTSTK,POLYCAB,24-NOV-2022,2749.65
03-NOV-2022,FUTSTK,POLYCAB,01-DEC-2022,2764.25
03-NOV-2022,FUTSTK,POLYCAB,08-DEC-2022,2767.85
03-NOV-2022,FUTSTK,POLYCAB,29-DEC-2022,2734.55
03-NOV-2022,FUTSTK,POLYCAB,25-JAN-2023,2791.40
03-NOV-2022,FUTSTK,POWERGRID,03-NOV-2022,228.05
03-NOV-2022,FUTSTK,POWERGRID,10-NOV-2022,228.35
03-NOV-2022,FUTSTK,POWERGRID,17-NOV-2022,228.65
03-NOV-2022,FUTSTK,POWERGRID,24-NOV-2022,227.70
03-NOV-2022,FUTSTK,POWERGRID,01-DEC-2022,229.20
03-NOV-2022,FUTSTK,POWERGRID,08-DEC-2022,229.50
03-NOV-2022,FUTSTK,POWERGRID,15-DEC-2022,229.75
03-NOV-2022,FUTSTK,POWERGRID,29-DEC-2022,227.95
03-NOV-2022,FUTSTK,POWERGRID,25-JAN-2023,228.25
03-NOV-2022,FUTSTK,PVR,03-NOV-2022,1781.20
03-NOV-2022,FUTSTK,PVR,10-NOV-2022,1783.40
03-NOV-2022,FUTSTK,PVR,17-NOV-2022,1785.60
03-NOV-2022,FUTSTK,PVR,24-NOV-2022,1783.00
03-NOV-2022,FUTSTK,PVR,01-DEC-2022,1789.95
03-NOV-2022,FUTSTK,PVR,08-DEC-2022,1792.25
03-NOV-2022,FUTSTK,PVR,15-DEC-2022,1794.50
03-NOV-2022,FUTSTK,PVR,29-DEC-2022,1785.45
03-NOV-2022,FUTSTK,PVR,25-JAN-2023,1807.55
03-NOV-2022,FUTSTK,RAIN,03-NOV-2022,170.55
03-NOV-2022,FUTSTK,RAIN,10-NOV-2022,170.80
03-NOV-2022,FUTSTK,RAIN,17-NOV-2022,171.00
03-NOV-2022,FUTSTK,RAIN,24-NOV-2022,171.70
03-NOV-2022,FUTSTK,RAIN,01-DEC-2022,171.40
03-NOV-2022,FUTSTK,RAIN,08-DEC-2022,171.65
03-NOV-2022,FUTSTK,RAIN,29-DEC-2022,172.75
03-NOV-2022,FUTSTK,RAIN,25-JAN-2023,173.10
03-NOV-2022,FUTSTK,RAMCOCEM,03-NOV-2022,716.00
03-NOV-2022,FUTSTK,RAMCOCEM,10-NOV-2022,716.90
03-NOV-2022,FUTSTK,RAMCOCEM,17-NOV-2022,717.75
03-NOV-2022,FUTSTK,RAMCOCEM,24-NOV-2022,715.05
03-NOV-2022,FUTSTK,RAMCOCEM,01-DEC-2022,719.55
03-NOV-2022,FUTSTK,RAMCOCEM,08-DEC-2022,720.45
03-NOV-2022,FUTSTK,RAMCOCEM,15-DEC-2022,721.35
03-NOV-2022,FUTSTK,RAMCOCEM,29-DEC-2022,710.60
03-NOV-2022,FUTSTK,RAMCOCEM,25-JAN-2023,705.00
03-NOV-2022,FUTSTK,RBLBANK,03-NOV-2022,134.90
03-NOV-2022,FUTSTK,RBLBANK,10-NOV-2022,135.10
03-NOV-2022,FUTSTK,RBLBANK,17-NOV-2022,135.25
03-NOV-2022,FUTSTK,RBLBANK,24-NOV-2022,135.50
03-NOV-2022,FUTSTK,RBLBANK,01-DEC-2022,135.60
03-NOV-2022,FUTSTK,RBLBANK,08-DEC-2022,135.75
03-NOV-2022,FUTSTK,RBLBANK,15-DEC-2022,135.90
03-NOV-2022,FUTSTK,RBLBANK,29-DEC-2022,136.05
03-NOV-2022,FUTSTK,RBLBANK,25-JAN-2023,136.90
03-NOV-2022,FUTSTK,RECLTD,03-NOV-2022,104.15
03-NOV-2022,FUTSTK,RECLTD,10-NOV-2022,104.30
03-NOV-2022,FUTSTK,RECLTD,17-NOV-2022,104.40
03-NOV-2022,FUTSTK,RECLTD,24-NOV-2022,104.50
03-NOV-2022,FUTSTK,RECLTD,01-DEC-2022,104.70
03-NOV-2022,FUTSTK,RECLTD,08-DEC-2022,104.80
03-NOV-2022,FUTSTK,RECLTD,15-DEC-2022,104.95
03-NOV-2022,FUTSTK,RECLTD,29-DEC-2022,104.95
03-NOV-2022,FUTSTK,RECLTD,25-JAN-2023,105.70
03-NOV-2022,FUTSTK,RELIANCE,03-NOV-2022,2555.15
03-NOV-2022,FUTSTK,RELIANCE,10-NOV-2022,2558.30
03-NOV-2022,FUTSTK,RELIANCE,17-NOV-2022,2561.40
03-NOV-2022,FUTSTK,RELIANCE,24-NOV-2022,2564.45
03-NOV-2022,FUTSTK,RELIANCE,01-DEC-2022,2567.70
03-NOV-2022,FUTSTK,RELIANCE,08-DEC-2022,2571.00
03-NOV-2022,FUTSTK,RELIANCE,15-DEC-2022,2574.20
03-NOV-2022,FUTSTK,RELIANCE,29-DEC-2022,2578.05
03-NOV-2022,FUTSTK,RELIANCE,25-JAN-2023,2589.05
03-NOV-2022,FUTSTK,SAIL,03-NOV-2022,81.30
03-NOV-2022,FUTSTK,SAIL,10-NOV-2022,81.40
03-NOV-2022,FUTSTK,SAIL,17-NOV-2022,81.50
03-NOV-2022,FUTSTK,SAIL,24-NOV-2022,81.75
03-NOV-2022,FUTSTK,SAIL,01-DEC-2022,81.70
03-NOV-2022,FUTSTK,SAIL,08-DEC-2022,81.80
03-NOV-2022,FUTSTK,SAIL,15-DEC-2022,81.95
03-NOV-2022,FUTSTK,SAIL,29-DEC-2022,82.05
03-NOV-2022,FUTSTK,SAIL,25-JAN-2023,82.50
03-NOV-2022,FUTSTK,SBICARD,03-NOV-2022,829.15
03-NOV-2022,FUTSTK,SBICARD,10-NOV-2022,830.20
03-NOV-2022,FUTSTK,SBICARD,17-NOV-2022,831.20
03-NOV-2022,FUTSTK,SBICARD,24-NOV-2022,833.70
03-NOV-2022,FUTSTK,SBICARD,01-DEC-2022,833.25
03-NOV-2022,FUTSTK,SBICARD,08-DEC-2022,834.30
03-NOV-2022,FUTSTK,SBICARD,29-DEC-2022,838.50
03-NOV-2022,FUTSTK,SBICARD,25-JAN-2023,841.40
03-NOV-2022,FUTSTK,SBILIFE,03-NOV-2022,1276.05
03-NOV-2022,FUTSTK,SBILIFE,10-NOV-2022,1277.65
03-NOV-2022,FUTSTK,SBILIFE,17-NOV-2022,1279.20
03-NOV-2022,FUTSTK,SBILIFE,24-NOV-2022,1280.20
03-NOV-2022,FUTSTK,SBILIFE,01-DEC-2022,1282.30
03-NOV-2022,FUTSTK,SBILIFE,08-DEC-2022,1284.00
03-NOV-2022,FUTSTK,SBILIFE,29-DEC-2022,1285.10
03-NOV-2022,FUTSTK,SBILIFE,25-JAN-2023,1294.90
03-NOV-2022,FUTSTK,SBIN,03-NOV-2022,584.90
03-NOV-2022,FUTSTK,SBIN,10-NOV-2022,585.65
03-NOV-2022,FUTSTK,SBIN,17-NOV-2022,586.35
03-NOV-2022,FUTSTK,SBIN,24-NOV-2022,588.00
03-NOV-2022,FUTSTK,SBIN,01-DEC-2022,587.80
03-NOV-2022,FUTSTK,SBIN,08-DEC-2022,588.55
03-NOV-2022,FUTSTK,SBIN,15-DEC-2022,589.30
03-NOV-2022,FUTSTK,SBIN,29-DEC-2022,590.70
03-NOV-2022,FUTSTK,SBIN,25-JAN-2023,592.60
03-NOV-2022,FUTSTK,SHREECEM,03-NOV-2022,22815.70
03-NOV-2022,FUTSTK,SHREECEM,10-NOV-2022,22843.60
03-NOV-2022,FUTSTK,SHREECEM,17-NOV-2022,22871.55
03-NOV-2022,FUTSTK,SHREECEM,24-NOV-2022,22654.80
03-NOV-2022,FUTSTK,SHREECEM,01-DEC-2022,22927.50
03-NOV-2022,FUTSTK,SHREECEM,08-DEC-2022,22957.25
03-NOV-2022,FUTSTK,SHREECEM,15-DEC-2022,22985.70
03-NOV-2022,FUTSTK,SHREECEM,29-DEC-2022,22465.70
03-NOV-2022,FUTSTK,SHREECEM,25-JAN-2023,23152.85
03-NOV-2022,FUTSTK,SIEMENS,03-NOV-2022,2891.55
03-NOV-2022,FUTSTK,SIEMENS,10-NOV-2022,2895.10
03-NOV-2022,FUTSTK,SIEMENS,17-NOV-2022,2898.65
03-NOV-2022,FUTSTK,SIEMENS,24-NOV-2022,2910.40
03-NOV-2022,FUTSTK,SIEMENS,01-DEC-2022,2905.75
03-NOV-2022,FUTSTK,SIEMENS,08-DEC-2022,2909.50
03-NOV-2022,FUTSTK,SIEMENS,15-DEC-2022,2913.10
03-NOV-2022,FUTSTK,SIEMENS,29-DEC-2022,2923.00
03-NOV-2022,FUTSTK,SIEMENS,25-JAN-2023,2934.30
03-NOV-2022,FUTSTK,SRF,03-NOV-2022,2554.25
03-NOV-2022,FUTSTK,SRF,10-NOV-2022,2557.40
03-NOV-2022,FUTSTK,SRF,17-NOV-2022,2560.50
03-NOV-2022,FUTSTK,SRF,24-NOV-2022,2575.55
03-NOV-2022,FUTSTK,SRF,01-DEC-2022,2566.80
03-NOV-2022,FUTSTK,SRF,08-DEC-2022,2570.10
03-NOV-2022,FUTSTK,SRF,15-DEC-2022,2573.30
03-NOV-2022,FUTSTK,SRF,29-DEC-2022,2589.75
03-NOV-2022,FUTSTK,SRF,25-JAN-2023,2592.00
03-NOV-2022,FUTSTK,SRTRANSFIN,03-NOV-2022,1240.25
03-NOV-2022,FUTSTK,SRTRANSFIN,10-NOV-2022,1241.80
03-NOV-2022,FUTSTK,SRTRANSFIN,17-NOV-2022,1243.30
03-NOV-2022,FUTSTK,SRTRANSFIN,24-NOV-2022,1239.10
03-NOV-2022,FUTSTK,SRTRANSFIN,01-DEC-2022,1246.35
03-NOV-2022,FUTSTK,SRTRANSFIN,08-DEC-2022,1247.95
03-NOV-2022,FUTSTK,SRTRANSFIN,15-DEC-2022,1249.50
03-NOV-2022,FUTSTK,SRTRANSFIN,29-DEC-2022,1221.55
03-NOV-2022,FUTSTK,SRTRANSFIN,25-JAN-2023,1211.55
03-NOV-2022,FUTSTK,SUNPHARMA,03-NOV-2022,1044.20
03-NOV-2022,FUTSTK,SUNPHARMA,10-NOV-2022,1045.50
03-NOV-2022,FUTSTK,SUNPHARMA,17-NOV-2022,1046.75
03-NOV-2022,FUTSTK,SUNPHARMA,24-NOV-2022,1051.05
03-NOV-2022,FUTSTK,SUNPHARMA,01-DEC-2022,1049.35
03-NOV-2022,FUTSTK,SUNPHARMA,08-DEC-2022,1050.70
03-NOV-2022,FUTSTK,SUNPHARMA,15-DEC-2022,1052.00
03-NOV-2022,FUTSTK,SUNPHARMA,29-DEC-2022,1056.60
03-NOV-2022,FUTSTK,SUNPHARMA,25-JAN-2023,1059.65
03-NOV-2022,FUTSTK,SUNTV,03-NOV-2022,544.70
03-NOV-2022,FUTSTK,SUNTV,10-NOV-2022,545.40
03-NOV-2022,FUTSTK,SUNTV,17-NOV-2022,546.05
03-NOV-2022,FUTSTK,SUNTV,24-NOV-2022,543.10
03-NOV-2022,FUTSTK,SUNTV,01-DEC-2022,547.40
03-NOV-2022,FUTSTK,SUNTV,08-DEC-2022,548.10
03-NOV-2022,FUTSTK,SUNTV,15-DEC-2022,548.80
03-NOV-2022,FUTSTK,SUNTV,29-DEC-2022,545.00
03-NOV-2022,FUTSTK,SUNTV,25-JAN-2023,546.05
03-NOV-2022,FUTSTK,SYNGENE,03-NOV-2022,639.15
03-NOV-2022,FUTSTK,SYNGENE,10-NOV-2022,639.95
03-NOV-2022,FUTSTK,SYNGENE,17-NOV-2022,640.75
03-NOV-2022,FUTSTK,SYNGENE,24-NOV-2022,643.40
03-NOV-2022,FUTSTK,SYNGENE,01-DEC-2022,642.30
03-NOV-2022,FUTSTK,SYNGENE,08-DEC-2022,643.15
03-NOV-2022,FUTSTK,SYNGENE,29-DEC-2022,645.55
03-NOV-2022,FUTSTK,SYNGENE,25-JAN-2023,648.60
03-NOV-2022,FUTSTK,TATACHEM,03-NOV-2022,1131.30
03-NOV-2022,FUTSTK,TATACHEM,10-NOV-2022,1132.70
03-NOV-2022,FUTSTK,TATACHEM,17-NOV-2022,1134.10
03-NOV-2022,FUTSTK,TATACHEM,24-NOV-2022,1139.45
03-NOV-2022,FUTSTK,TATACHEM,01-DEC-2022,1136.85
03-NOV-2022,FUTSTK,TATACHEM,08-DEC-2022,1138.35
03-NOV-2022,FUTSTK,TATACHEM,15-DEC-2022,1139.75
03-NOV-2022,FUTSTK,TATACHEM,29-DEC-2022,1145.25
03-NOV-2022,FUTSTK,TATACHEM,25-JAN-2023,1148.05
03-NOV-2022,FUTSTK,TATACOMM,03-NOV-2022,1269.95
03-NOV-2022,FUTSTK,TATACOMM,10-NOV-2022,1271.50
03-NOV-2022,FUTSTK,TATACOMM,17-NOV-2022,1273.10
03-NOV-2022,FUTSTK,TATACOMM,24-NOV-2022,1274.60
03-NOV-2022,FUTSTK,TATACOMM,01-DEC-2022,1276.20
03-NOV-2022,FUTSTK,TATACOMM,08-DEC-2022,1277.85
03-NOV-2022,FUTSTK,TATACOMM,29-DEC-2022,1281.30
03-NOV-2022,FUTSTK,TATACOMM,25-JAN-2023,1288.75
03-NOV-2022,FUTSTK,TATACONSUM,03-NOV-2022,762.75
03-NOV-2022,FUTSTK,TATACONSUM,10-NOV-2022,763.70
03-NOV-2022,FUTSTK,TATACONSUM,17-NOV-2022,764.65
03-NOV-2022,FUTSTK,TATACONSUM,24-NOV-2022,767.35
03-NOV-2022,FUTSTK,TATACONSUM,01-DEC-2022,766.50
03-NOV-2022,FUTSTK,TATACONSUM,08-DEC-2022,767.50
03-NOV-2022,FUTSTK,TATACONSUM,15-DEC-2022,768.45
03-NOV-2022,FUTSTK,TATACONSUM,29-DEC-2022,771.10
03-NOV-2022,FUTSTK,TATACONSUM,25-JAN-2023,774.05
03-NOV-2022,FUTSTK,TATAMOTORS,03-NOV-2022,416.25
03-NOV-2022,FUTSTK,TATAMOTORS,10-NOV-2022,416.80
03-NOV-2022,FUTSTK,TATAMOTORS,17-NOV-2022,417.30
03-NOV-2022,FUTSTK,TATAMOTORS,24-NOV-2022,418.20
03-NOV-2022,FUTSTK,TATAMOTORS,01-DEC-2022,418.30
03-NOV-2022,FUTSTK,TATAMOTORS,08-DEC-2022,418.85
03-NOV-2022,FUTSTK,TATAMOTORS,15-DEC-2022,419.35
03-NOV-2022,FUTSTK,TATAMOTORS,29-DEC-2022,418.55
03-NOV-2022,FUTSTK,TATAMOTORS,25-JAN-2023,419.50
03-NOV-2022,FUTSTK,TATAPOWER,03-NOV-2022,227.40
03-NOV-2022,FUTSTK,TATAPOWER,10-NOV-2022,227.70
03-NOV-2022,FUTSTK,TATAPOWER,17-NOV-2022,228.00
03-NOV-2022,FUTSTK,TATAPOWER,24-NOV-2022,229.00
03-NOV-2022,FUTSTK,TATAPOWER,01-DEC-2022,228.55
03-NOV-2022,FUTSTK,TATAPOWER,08-DEC-2022,228.85
03-NOV-2022,FUTSTK,TATAPOWER,15-DEC-2022,229.10
03-NOV-2022,FUTSTK,TATAPOWER,29-DEC-2022,230.10
03-NOV-2022,FUTSTK,TATAPOWER,25-JAN-2023,230.85
03-NOV-2022,FUTSTK,TATASTEEL,03-NOV-2022,102.00
03-NOV-2022,FUTSTK,TATASTEEL,10-NOV-2022,102.15
03-NOV-2022,FUTSTK,TATASTEEL,17-NOV-2022,102.25
03-NOV-2022,FUTSTK,TATASTEEL,24-NOV-2022,102.45
03-NOV-2022,FUTSTK,TATASTEEL,01-DEC-2022,102.50
03-NOV-2022,FUTSTK,TATASTEEL,08-DEC-2022,102.65
03-NOV-2022,FUTSTK,TATASTEEL,15-DEC-2022,102.80
03-NOV-2022,FUTSTK,TATASTEEL,29-DEC-2022,102.90
03-NOV-2022,FUTSTK,TATASTEEL,25-JAN-2023,103.45
03-NOV-2022,FUTSTK,TCS,03-NOV-2022,3206.75
03-NOV-2022,FUTSTK,TCS,10-NOV-2022,3210.70
03-NOV-2022,FUTSTK,TCS,17-NOV-2022,3214.60
03-NOV-2022,FUTSTK,TCS,24-NOV-2022,3218.85
03-NOV-2022,FUTSTK,TCS,01-DEC-2022,3222.50
03-NOV-2022,FUTSTK,TCS,08-DEC-2022,3226.65
03-NOV-2022,FUTSTK,TCS,15-DEC-2022,3230.65
03-NOV-2022,FUTSTK,TCS,29-DEC-2022,3235.10
03-NOV-2022,FUTSTK,TCS,25-JAN-2023,3243.05
03-NOV-2022,FUTSTK,TECHM,03-NOV-2022,1052.85
03-NOV-2022,FUTSTK,TECHM,10-NOV-2022,1054.15
03-NOV-2022,FUTSTK,TECHM,17-NOV-2022,1055.45
03-NOV-2022,FUTSTK,TECHM,24-NOV-2022,1040.75
03-NOV-2022,FUTSTK,TECHM,01-DEC-2022,1058.05
03-NOV-2022,FUTSTK,TECHM,08-DEC-2022,1059.40
03-NOV-2022,FUTSTK,TECHM,15-DEC-2022,1060.70
03-NOV-2022,FUTSTK,TECHM,29-DEC-2022,1046.65
03-NOV-2022,FUTSTK,TECHM,25-JAN-2023,1051.65
03-NOV-2022,FUTSTK,TITAN,03-NOV-2022,2763.65
03-NOV-2022,FUTSTK,TITAN,10-NOV-2022,2767.05
03-NOV-2022,FUTSTK,TITAN,17-NOV-2022,2770.45
03-NOV-2022,FUTSTK,TITAN,24-NOV-2022,2782.15
03-NOV-2022,FUTSTK,TITAN,01-DEC-2022,2777.20
03-NOV-2022,FUTSTK,TITAN,08-DEC-2022,2780.80
03-NOV-2022,FUTSTK,TITAN,15-DEC-2022,2784.25
03-NOV-2022,FUTSTK,TITAN,29-DEC-2022,2794.75
03-NOV-2022,FUTSTK,TITAN,25-JAN-2023,2806.80
03-NOV-2022,FUTSTK,TORNTPHARM,03-NOV-2022,1689.55
03-NOV-2022,FUTSTK,TORNTPHARM,10-NOV-2022,1691.65
03-NOV-2022,FUTSTK,TORNTPHARM,17-NOV-2022,1693.70
03-NOV-2022,FUTSTK,TORNTPHARM,24-NOV-2022,1700.85
03-NOV-2022,FUTSTK,TORNTPHARM,01-DEC-2022,1697.85
03-NOV-2022,FUTSTK,TORNTPHARM,08-DEC-2022,1700.05
03-NOV-2022,FUTSTK,TORNTPHARM,15-DEC-2022,1702.15
03-NOV-2022,FUTSTK,TORNTPHARM,29-DEC-2022,1705.80
03-NOV-2022,FUTSTK,TORNTPHARM,25-JAN-2023,1714.55
03-NOV-2022,FUTSTK,TORNTPOWER,03-NOV-2022,509.80
03-NOV-2022,FUTSTK,TORNTPOWER,10-NOV-2022,510.45
03-NOV-2022,FUTSTK,TORNTPOWER,17-NOV-2022,511.05
03-NOV-2022,FUTSTK,TORNTPOWER,24-NOV-2022,512.85
03-NOV-2022,FUTSTK,TORNTPOWER,01-DEC-2022,512.30
03-NOV-2022,FUTSTK,TORNTPOWER,08-DEC-2022,513.00
03-NOV-2022,FUTSTK,TORNTPOWER,15-DEC-2022,513.60
03-NOV-2022,FUTSTK,TORNTPOWER,29-DEC-2022,514.10
03-NOV-2022,FUTSTK,TORNTPOWER,25-JAN-2023,517.35
03-NOV-2022,FUTSTK,TRENT,03-NOV-2022,1545.50
03-NOV-2022,FUTSTK,TRENT,10-NOV-2022,1547.40
03-NOV-2022,FUTSTK,TRENT,17-NOV-2022,1549.30
03-NOV-2022,FUTSTK,TRENT,24-NOV-2022,1552.00
03-NOV-2022,FUTSTK,TRENT,01-DEC-2022,1553.10
03-NOV-2022,FUTSTK,TRENT,08-DEC-2022,1555.10
03-NOV-2022,FUTSTK,TRENT,29-DEC-2022,1558.95
03-NOV-2022,FUTSTK,TRENT,25-JAN-2023,1568.35
03-NOV-2022,FUTSTK,TVSMOTOR,03-NOV-2022,1134.65
03-NOV-2022,FUTSTK,TVSMOTOR,10-NOV-2022,1136.05
03-NOV-2022,FUTSTK,TVSMOTOR,17-NOV-2022,1137.45
03-NOV-2022,FUTSTK,TVSMOTOR,24-NOV-2022,1140.00
03-NOV-2022,FUTSTK,TVSMOTOR,01-DEC-2022,1140.25
03-NOV-2022,FUTSTK,TVSMOTOR,08-DEC-2022,1141.70
03-NOV-2022,FUTSTK,TVSMOTOR,15-DEC-2022,1143.10
03-NOV-2022,FUTSTK,TVSMOTOR,29-DEC-2022,1137.20
03-NOV-2022,FUTSTK,TVSMOTOR,25-JAN-2023,1135.10
03-NOV-2022,FUTSTK,UBL,03-NOV-2022,1657.75
03-NOV-2022,FUTSTK,UBL,10-NOV-2022,1659.80
03-NOV-2022,FUTSTK,UBL,17-NOV-2022,1661.85
03-NOV-2022,FUTSTK,UBL,24-NOV-2022,1664.50
03-NOV-2022,FUTSTK,UBL,01-DEC-2022,1665.90
03-NOV-2022,FUTSTK,UBL,08-DEC-2022,1668.05
03-NOV-2022,FUTSTK,UBL,15-DEC-2022,1670.10
03-NOV-2022,FUTSTK,UBL,29-DEC-2022,1667.35
03-NOV-2022,FUTSTK,UBL,25-JAN-2023,1682.25
03-NOV-2022,FUTSTK,ULTRACEMCO,03-NOV-2022,6728.25
03-NOV-2022,FUTSTK,ULTRACEMCO,10-NOV-2022,6736.50
03-NOV-2022,FUTSTK,ULTRACEMCO,17-NOV-2022,6744.75
03-NOV-2022,FUTSTK,ULTRACEMCO,24-NOV-2022,6768.60
03-NOV-2022,FUTSTK,ULTRACEMCO,01-DEC-2022,6761.25
03-NOV-2022,FUTSTK,ULTRACEMCO,08-DEC-2022,6770.00
03-NOV-2022,FUTSTK,ULTRACEMCO,15-DEC-2022,6778.40
03-NOV-2022,FUTSTK,ULTRACEMCO,29-DEC-2022,6802.25
03-NOV-2022,FUTSTK,ULTRACEMCO,25-JAN-2023,6827.70
03-NOV-2022,FUTSTK,UPL,03-NOV-2022,726.20
03-NOV-2022,FUTSTK,UPL,10-NOV-2022,727.10
03-NOV-2022,FUTSTK,UPL,17-NOV-2022,728.00
03-NOV-2022,FUTSTK,UPL,24-NOV-2022,729.00
03-NOV-2022,FUTSTK,UPL,01-DEC-2022,729.80
03-NOV-2022,FUTSTK,UPL,08-DEC-2022,730.75
03-NOV-2022,FUTSTK,UPL,15-DEC-2022,731.65
03-NOV-2022,FUTSTK,UPL,29-DEC-2022,732.30
03-NOV-2022,FUTSTK,UPL,25-JAN-2023,736.95
03-NOV-2022,FUTSTK,VEDL,03-NOV-2022,302.90
03-NOV-2022,FUTSTK,VEDL,10-NOV-2022,303.30
03-NOV-2022,FUTSTK,VEDL,17-NOV-2022,303.65
03-NOV-2022,FUTSTK,VEDL,24-NOV-2022,304.75
03-NOV-2022,FUTSTK,VEDL,01-DEC-2022,304.40
03-NOV-2022,FUTSTK,VEDL,08-DEC-2022,304.80
03-NOV-2022,FUTSTK,VEDL,15-DEC-2022,305.20
03-NOV-2022,FUTSTK,VEDL,29-DEC-2022,306.10
03-NOV-2022,FUTSTK,VEDL,25-JAN-2023,306.70
03-NOV-2022,FUTSTK,VOLTAS,03-NOV-2022,861.25
03-NOV-2022,FUTSTK,VOLTAS,10-NOV-2022,862.30
03-NOV-2022,FUTSTK,VOLTAS,17-NOV-2022,863.40
03-NOV-2022,FUTSTK,VOLTAS,24-NOV-2022,864.20
03-NOV-2022,FUTSTK,VOLTAS,01-DEC-2022,865.50
03-NOV-2022,FUTSTK,VOLTAS,08-DEC-2022,866.60
03-NOV-2022,FUTSTK,VOLTAS,15-DEC-2022,867.70
03-NOV-2022,FUTSTK,VOLTAS,29-DEC-2022,867.20
03-NOV-2022,FUTSTK,VOLTAS,25-JAN-2023,870.00
03-NOV-2022,FUTSTK,WHIRLPOOL,03-NOV-2022,1518.90
03-NOV-2022,FUTSTK,WHIRLPOOL,10-NOV-2022,1520.80
03-NOV-2022,FUTSTK,WHIRLPOOL,17-NOV-2022,1522.65
03-NOV-2022,FUTSTK,WHIRLPOOL,24-NOV-2022,1527.55
03-NOV-2022,FUTSTK,WHIRLPOOL,01-DEC-2022,1526.35
03-NOV-2022,FUTSTK,WHIRLPOOL,08-DEC-2022,1528.35
03-NOV-2022,FUTSTK,WHIRLPOOL,29-DEC-2022,1536.05
03-NOV-2022,FUTSTK,WHIRLPOOL,25-JAN-2023,1541.35
03-NOV-2022,FUTSTK,WIPRO,03-NOV-2022,388.50
03-NOV-2022,FUTSTK,WIPRO,10-NOV-2022,389.00
03-NOV-2022,FUTSTK,WIPRO,17-NOV-2022,389.45
03-NOV-2022,FUTSTK,WIPRO,24-NOV-2022,389.85
03-NOV-2022,FUTSTK,WIPRO,01-DEC-2022,390.40
03-NOV-2022,FUTSTK,WIPRO,08-DEC-2022,390.95
03-NOV-2022,FUTSTK,WIPRO,15-DEC-2022,391.40
03-NOV-2022,FUTSTK,WIPRO,29-DEC-2022,391.55
03-NOV-2022,FUTSTK,WIPRO,25-JAN-2023,392.05
03-NOV-2022,FUTSTK,ZEEL,03-NOV-2022,267.40
03-NOV-2022,FUTSTK,ZEEL,10-NOV-2022,267.75
03-NOV-2022,FUTSTK,ZEEL,17-NOV-2022,268.05
03-NOV-2022,FUTSTK,ZEEL,24-NOV-2022,268.50
03-NOV-2022,FUTSTK,ZEEL,01-DEC-2022,268.75
03-NOV-2022,FUTSTK,ZEEL,08-DEC-2022,269.10
03-NOV-2022,FUTSTK,ZEEL,15-DEC-2022,269.40
03-NOV-2022,FUTSTK,ZEEL,29-DEC-2022,269.85
03-NOV-2022,FUTSTK,ZEEL,25-JAN-2023,271.35
03-NOV-2022,FUTSTK,ZYDUSLIFE,03-NOV-2022,438.65
03-NOV-2022,FUTSTK,ZYDUSLIFE,10-NOV-2022,439.20
03-NOV-2022,FUTSTK,ZYDUSLIFE,17-NOV-2022,439.75
03-NOV-2022,FUTSTK,ZYDUSLIFE,24-NOV-2022,440.30
03-NOV-2022,FUTSTK,ZYDUSLIFE,01-DEC-2022,440.80
03-NOV-2022,FUTSTK,ZYDUSLIFE,08-DEC-2022,441.40
03-NOV-2022,FUTSTK,ZYDUSLIFE,15-DEC-2022,441.95
03-NOV-2022,FUTSTK,ZYDUSLIFE,29-DEC-2022,442.00
03-NOV-2022,FUTSTK,ZYDUSLIFE,25-JAN-2023,444.35
03-NOV-2022,OPTSTK,AARTIIND,,730.55
03-NOV-2022,OPTSTK,ABB,,3225.25
03-NOV-2022,OPTSTK,ABBOTINDIA,,19949.60
03-NOV-2022,OPTSTK,ABCAPITAL,,119.75
03-NOV-2022,OPTSTK,ABFRL,,352.40
03-NOV-2022,OPTSTK,ACC,,2455.35
03-NOV-2022,OPTSTK,ADANIENT,,3590.40
03-NOV-2022,OPTSTK,ADANIPORTS,,833.50
03-NOV-2022,OPTSTK,ALKEM,,3296.35
03-NOV-2022,OPTSTK,AMARAJABAT,,519.75
03-NOV-2022,OPTSTK,AMBUJACEM,,539.50
03-NOV-2022,OPTSTK,APOLLOHOSP,,4395.00
03-NOV-2022,OPTSTK,APOLLOTYRE,,286.45
03-NOV-2022,OPTSTK,ASHOKLEY,,148.05
03-NOV-2022,OPTSTK,ASIANPAINT,,3141.30
03-NOV-2022,OPTSTK,ASTRAL,,2075.55
03-NOV-2022,OPTSTK,ATUL,,8443.70
03-NOV-2022,OPTSTK,AUBANK,,614.60
03-NOV-2022,OPTSTK,AUROPHARMA,,558.35
03-NOV-2022,OPTSTK,AXISBANK,,864.05
03-NOV-2022,OPTSTK,BAJAJ-AUTO,,3773.50
03-NOV-2022,OPTSTK,BAJAJFINSV,,1723.50
03-NOV-2022,OPTSTK,BAJFINANCE,,7121.60
03-NOV-2022,OPTSTK,BALKRISIND,,1895.60
03-NOV-2022,OPTSTK,BALRAMCHIN,,337.85
03-NOV-2022,OPTSTK,BANDHANBNK,,233.65
03-NOV-2022,OPTSTK,BANKBARODA,,148.15
03-NOV-2022,OPTSTK,BATAINDIA,,1832.05
